word	pos	locale	translation
bruise	noun	ar	كَدْمَة
bruise	noun	ca	blau
bruise	noun	de	Prellung
bruise	noun	el	μώλωπας
bruise	noun	es	moratón
bruise	noun	fr	bleu
bruise	noun	it	livido
bruise	noun	pt	hematoma
bruise	noun	ro	julitură
bruise	noun	ru	ссадина
bruise	noun	sw	chubuko
bruise	noun	tr	morluk
bruise	verb	ca	macar
bruise	verb	es	mazar
bruise	verb	fr	taler
bruise	verb	ro	se păta
bruise	verb	ru	мять
brunch	noun	ru	бранч
brunette	adj	ar	امرأَة ذات شعر بني أو أسود
brunette	adj	ca	bru
brunette	adj	de	brünett
brunette	adj	el	καστανός
brunette	adj	es	castaño
brunette	adj	fr	brun
brunette	adj	it	castana
brunette	adj	pt	morena
brunette	adj	ro	brunetă
brunette	adj	ru	темноволо́сый
brunette	adj	tr	esmer
brunette	noun	ar	سَمْرَاء
brunette	noun	de	Brünette
brunette	noun	el	καστανή
brunette	noun	es	castaño
brunette	noun	fr	brune
brunette	noun	pt	morena
brunette	noun	ru	шате́н m шате́нка
brunette	noun	tr	esmer
brush	noun	ar	فُرْشَاة
brush	noun	ca	raspall
brush	noun	de	Bürste
brush	noun	el	βούρτσα
brush	noun	es	pincel
brush	noun	fr	brosse
brush	noun	hi	ब्रश
brush	noun	it	spazzola
brush	noun	pt	brocha
brush	noun	ro	perie
brush	noun	ru	щётка
brush	noun	sw	burashi
brush	noun	tr	fırça
brush	verb	ar	فَرَشَ
brush	verb	de	putzen
brush	verb	el	βουρτσίζω
brush	verb	es	cepillar
brush	verb	fr	brosser
brush	verb	it	spazzolare
brush	verb	pt	escovar
brush	verb	ro	peria
brush	verb	ru	чи́стить
brush	verb	tr	fırçalamak
brutal	adj	el	κτηνώδης
brutal	adj	hi	बर्बर
brutal	adj	it	brutale
brutal	adj	ru	жесто́кий
brutality	noun	ar	وحشية
brutality	noun	ca	brutalitat
brutality	noun	de	Brutalität
brutality	noun	el	αγριότητα
brutality	noun	es	brutalidad
brutality	noun	fr	brutalité
brutality	noun	hi	बर्बरता
brutality	noun	it	brutalità
brutality	noun	pt	brutalidade
brutality	noun	ro	brutalitate
brutality	noun	ru	жесто́кость
brutally	adv	ca	brutalment
brutally	adv	de	brutal
brutally	adv	es	brutalmente
brutally	adv	fr	brutalement
brutally	adv	hi	बर्बरतापूर्वक
brutally	adv	it	brutalmente
brute	adj	de	dumm
brute	adj	es	bruto
brute	adj	it	bruto
brute	adj	ru	бессмы́сленный
brute	noun	de	Tier
brute	noun	el	κτηνάνθρωπος
brute	noun	es	bruto
brute	noun	it	bruto
brute	noun	pt	bruto
brute	noun	ru	скоти́на
brute	noun	sw	nunda
bubble	noun	ar	فُقَّاعَة
bubble	noun	ca	bombolla
bubble	noun	de	Blase
bubble	noun	el	φυσαλίδα
bubble	noun	es	burbuja
bubble	noun	fr	bulle
bubble	noun	hi	बुलबुला
bubble	noun	it	bolla
bubble	noun	pt	bolha
bubble	noun	ro	balon
bubble	noun	ru	пузы́рь
bubble	noun	tr	köpük
bubble	verb	ca	bombollejar
bubble	verb	de	blubbern
bubble	verb	el	χοχλάζω
bubble	verb	es	burbujear
bubble	verb	fr	bouillonner
bubble	verb	pt	borbulhar
buck	noun	ar	وَعْل
buck	noun	ca	cérvol
buck	noun	de	Bock
buck	noun	el	αρσενικό ελάφι
buck	noun	es	buco
buck	noun	fr	bouc
buck	noun	it	Maschio di cervo
buck	noun	pt	macho
buck	noun	ru	саме́ц
buck	verb	es	corcovear
buck	verb	fr	ruer
buck	verb	it	sgroppare
bucket	noun	ar	دَلْو
bucket	noun	ca	cubell
bucket	noun	de	Eimer
bucket	noun	el	κουβάς
bucket	noun	es	balde
bucket	noun	fr	seau
bucket	noun	hi	बाल्टी
bucket	noun	it	secchio
bucket	noun	pt	balde
bucket	noun	ro	găleată
bucket	noun	ru	ведро́
bucket	noun	sw	ndoo
bucket	noun	tr	kova
bucket	verb	es	llover a cántaros
bucket	verb	fr	pleuvoir à verse
buckle	noun	ar	إِبْزِيم
buckle	noun	ca	sivella
buckle	noun	de	Schnalle
buckle	noun	el	αγκράφα
buckle	noun	es	hebilla
buckle	noun	fr	boucle
buckle	noun	hi	बकसुआ
buckle	noun	it	fibbia
buckle	noun	pt	fivela
buckle	noun	ro	cataramă
buckle	noun	ru	бля́ха
buckle	noun	sw	bakoli
buckle	noun	tr	toka
buckle	verb	de	biegen
buckle	verb	el	κουμπώνω
buckle	verb	es	hebillar
buckle	verb	fr	boucler
buckle	verb	it	allacciare
buckle	verb	pt	afivelar
buckle	verb	ru	застёгивать
buckle	verb	tr	tokalamak
bud	noun	ar	بُرْعُم
bud	noun	ca	gemma
bud	noun	de	Knospe
bud	noun	el	οφθαλμός
bud	noun	es	botón
bud	noun	fr	bourgeon
bud	noun	hi	कली
bud	noun	it	germoglio
bud	noun	pt	botão
bud	noun	ro	boboc
bud	noun	ru	по́чка
bud	noun	tr	filiz
bud	verb	ca	borronar
bud	verb	de	knospen
bud	verb	el	βλασταίνω
bud	verb	es	florecer
bud	verb	fr	bourgeonner
bud	verb	it	germogliare
bud	verb	pt	brotar
bud	verb	ru	дава́ть почки
buddha	noun	ar	بُوذَا
buddha	noun	el	βούδας
buddha	noun	es	Buda
buddha	noun	fr	bouddha
buddha	noun	pt	buda
buddha	noun	ru	бу́дда
buddhist	adj	ar	بُوذِيّ
buddhist	adj	ca	budista
buddhist	adj	de	buddhistisch
buddhist	adj	es	budista
buddhist	adj	fr	bouddhiste
buddhist	adj	hi	बौद्ध
buddhist	adj	it	buddista
buddhist	adj	pt	budista
buddhist	adj	ru	будди́стский
buddhist	adj	sw	Kibudha
buddhist	noun	ar	بُوذِيّ
buddhist	noun	ca	budista
buddhist	noun	es	budista
buddhist	noun	fr	bouddhiste
buddhist	noun	it	buddista
buddhist	noun	pt	budista
buddhist	noun	ro	budist
buddhist	noun	ru	будди́ст
buddhist	noun	sw	Mbudha
buddy	pron	ca	company
buddy	pron	de	Kumpel
buddy	pron	es	colega
buddy	pron	fr	pote
buddy	pron	it	amico
buddy	pron	pt	companheiro
buddy	pron	ru	прия́тель
buddy	pron	tr	ahbap
budge	verb	de	von der Stelle rühren
budge	verb	es	mover
budge	verb	fr	bouger
budge	verb	pt	mover-se
budge	verb	ro	clinti
budge	verb	ru	дви́гаться
budget	adj	de	billig-
budget	adj	es	presupuestario
budget	adj	fr	budgétaire
budget	adj	pt	orçamentário
budget	adj	ru	бюдже́тный
budget	noun	ar	مِيزَانِيَّة
budget	noun	ca	pressupost
budget	noun	el	προϋπολογισμός
budget	noun	es	presupuesto
budget	noun	hi	बजट
budget	noun	it	bilancio
budget	noun	pt	orçamento
budget	noun	ro	buget
budget	noun	ru	бюдже́т
budget	noun	sw	bajeti
budget	noun	tr	bütçe
budget	verb	ca	pressupostar
budget	verb	es	presupuestar
budget	verb	fr	établir un budget
budget	verb	it	preventivare
budget	verb	pt	orçar
buff	adj	de	muskulös
buff	adj	es	papiado
buff	adj	fr	balèze
buff	adj	pt	bombado
buff	noun	de	Fan
buff	noun	es	aficionado
buff	noun	fr	mordu
buff	verb	de	polieren
buff	verb	es	bruñir
buff	verb	ru	полирова́ть
buffalo	noun	ar	جَامُوس
buffalo	noun	ca	búfal
buffalo	noun	de	Büffel
buffalo	noun	el	βουβάλι
buffalo	noun	es	búfalo
buffalo	noun	fr	buffle
buffalo	noun	hi	भैंस
buffalo	noun	it	bufalo
buffalo	noun	pt	búfalo
buffalo	noun	ro	bivol
buffalo	noun	ru	бу́йвол
buffalo	noun	sw	mbogo
buffalo	noun	tr	bufalo
buffalo	verb	fr	être plus malin
buffet	noun	ca	bufet
buffet	noun	es	bufé
buffet	noun	pt	bufê
buffet	noun	ru	буфе́т
buffet	verb	de	schlagen
bug	noun	ca	cuca
bug	noun	de	Wanze
bug	noun	el	κοριός
bug	noun	es	bicho
bug	noun	fr	insecte
bug	noun	it	bacarozzo
bug	noun	pt	bicho
bug	noun	ro	gândac
bug	noun	ru	бука́шка
bug	noun	sw	mdudu
bug	noun	tr	böcek
bug	verb	de	nerven
bug	verb	el	τρώω
bug	verb	es	molestar
bug	verb	fr	ennuyer
bug	verb	it	infastidire
bug	verb	pt	chatear
bug	verb	ru	надоеда́ть
bug	verb	tr	kızdırmak
bugger	intj	el	σκατά
bugger	intj	fr	merde
bugger	noun	de	Lump
bugger	noun	el	βλάκας
bugger	noun	fr	tête de nœud
bugger	verb	el	ξεκωλώνω
bugger	verb	es	encular
bugger	verb	fr	empaffer
bugger	verb	it	inculare
bugger	verb	pt	enrabar
buggy	adj	es	tarado
buggy	adj	fr	buggé
buggy	adj	pt	bugado
buggy	noun	fr	calèche
build	noun	de	Bau
build	noun	es	complexión
build	noun	fr	carrure
build	noun	pt	físico
build	noun	ru	телосложе́ние
build	noun	tr	çerçeve
build	verb	ar	بَنَى
build	verb	ca	construir
build	verb	de	bauen
build	verb	el	χτίζω
build	verb	es	construir
build	verb	fr	construire
build	verb	hi	तामीर करना
build	verb	it	costruire
build	verb	pt	construir
build	verb	ro	clădi
build	verb	ru	стро́ить
build	verb	sw	-jenga
build	verb	tr	yapmak
builder	noun	ar	بَنَّاء
builder	noun	ca	constructor
builder	noun	de	Bauarbeiter
builder	noun	el	κτίστης
builder	noun	es	constructor
builder	noun	fr	constructeur
builder	noun	hi	निर्माता
builder	noun	it	costruttore
builder	noun	pt	construtor
builder	noun	ro	constructor
builder	noun	ru	строи́тель
builder	noun	sw	mjenzi
builder	noun	tr	yapı kurucu
building	noun	ar	مَبْنَى
building	noun	ca	edifici
building	noun	de	Gebäude
building	noun	el	κτίριο
building	noun	es	edificio
building	noun	fr	immeuble
building	noun	hi	भवन
building	noun	it	edificio
building	noun	pt	edifício
building	noun	ro	edificiu
building	noun	ru	зда́ние
building	noun	sw	jengo
building	noun	tr	bina
bulb	noun	de	Zwiebel
bulb	noun	el	βολβός
bulb	noun	es	bulbo
bulb	noun	fr	bulbe
bulb	noun	it	bulbo
bulb	noun	pt	bulbo
bulb	noun	ru	лу́ковица
bulk	adj	ca	massiu
bulk	adj	es	masivo
bulk	adj	fr	massif
bulk	adj	pt	em massa
bulk	adj	ro	masiv
bulk	adj	ru	кру́пный
bulk	adj	tr	cüsseli
bulk	noun	es	masa
bulk	noun	fr	grosseur
bulk	noun	it	massa
bulk	noun	pt	volume
bulk	noun	ro	masa
bulk	noun	ru	величина́
bulk	noun	tr	cüsse
bull	adj	de	Bullen-
bull	noun	ar	ثَوْر
bull	noun	ca	toro
bull	noun	de	Bulle
bull	noun	el	ταύρος
bull	noun	es	toro
bull	noun	fr	taureau
bull	noun	hi	सांड
bull	noun	it	toro
bull	noun	pt	touro
bull	noun	ro	taur
bull	noun	ru	бык
bull	noun	sw	fahali
bull	noun	tr	boğa
bulldog	noun	ar	بلدغ
bulldog	noun	de	Bulldogge
bulldog	noun	el	μπουλντόγκ
bulldog	noun	fr	bouledogue
bulldog	noun	ru	бульдо́г
bullet	noun	ar	رَصَاصَة
bullet	noun	ca	bala
bullet	noun	de	Kugel
bullet	noun	el	σφαίρα
bullet	noun	es	bala
bullet	noun	fr	balle
bullet	noun	hi	गोली
bullet	noun	it	proiettile
bullet	noun	pt	bala
bullet	noun	ro	glonț
bullet	noun	ru	пу́ля
bullet	noun	sw	risasi
bullet	noun	tr	mermi
bulletin	noun	es	boletín
bulletin	noun	pt	boletim
bulletin	noun	ru	бюллете́нь
bulletproof	adj	ca	antibales
bulletproof	adj	de	kugelsicher
bulletproof	adj	el	αλεξίσφαιρος
bulletproof	adj	es	antibalas
bulletproof	adj	fr	pare-balle
bulletproof	adj	it	antiproiettile
bulletproof	adj	pt	à prova de balas
bulletproof	adj	ro	antiglonț
bulletproof	adj	ru	пуленепробива́емый
bulletproof	adj	tr	kurşun geçirmez
bullock	noun	de	Öchslein
bullock	noun	fr	taurillon
bullock	noun	it	giovenco
bullock	noun	pt	novilho
bullock	noun	ro	junc
bullock	noun	ru	бычо́к
bullock	noun	tr	tosun
bullshit	intj	el	μαλακίες
bullshit	intj	es	tonterías
bullshit	intj	fr	mon œil
bullshit	intj	pt	mentira
bullshit	intj	ro	din pulă
bullshit	intj	ru	пизди́шь
bullshit	noun	ca	collonades
bullshit	noun	de	Quatsch
bullshit	noun	el	μαλακίες
bullshit	noun	es	tontería
bullshit	noun	fr	conneries
bullshit	noun	hi	बकचोदी
bullshit	noun	pt	besteira
bullshit	noun	ro	pulărie
bullshit	noun	ru	фигня́
bullshit	noun	tr	saçmalık
bullshit	verb	de	Scheiße erzählen
bullshit	verb	el	δουλεύω
bullshit	verb	es	mentir
bullshit	verb	fr	exagérer
bullshit	verb	it	dire cazzate
bullshit	verb	pt	enganar
bullshit	verb	ro	mânca căcat
bullshit	verb	ru	пизде́ть
bullshit	verb	tr	saçmalamak
bully	adj	fr	génial
bully	adj	pt	valente
bully	intj	es	bravo
bully	intj	fr	bravo
bully	intj	pt	bravo
bully	noun	ar	مُسْتَأْسِد
bully	noun	ca	assetjador
bully	noun	de	Rabauke
bully	noun	el	νταής
bully	noun	es	bravucón
bully	noun	fr	brimeur
bully	noun	hi	क्रूर
bully	noun	it	bullo
bully	noun	pt	rufia
bully	noun	ro	tiran
bully	noun	ru	зади́ра
bully	noun	tr	zorba
bully	verb	de	einschüchtern
bully	verb	es	intimidar
bully	verb	fr	intimider
bully	verb	hi	दबंगी
bully	verb	pt	intimidar
bully	verb	ro	intimida
bully	verb	ru	запу́гивать
bum	adj	de	mies
bum	adj	it	scadente
bum	noun	de	Hintern
bum	noun	el	ποπός
bum	noun	es	ano
bum	noun	fr	cul
bum	noun	it	deretano
bum	noun	pt	cu
bum	noun	ro	cur
bum	noun	ru	за́дница
bum	verb	de	schnorren
bum	verb	fr	taper
bum	verb	it	scroccare
bum	verb	pt	implorar
bum	verb	ru	кля́нчить
bummer	noun	ca	ni mai
bummer	noun	de	Reinfall
bummer	noun	es	chasco
bummer	noun	fr	déception
bummer	noun	hi	गाँडू
bummer	noun	it	peccato
bummer	noun	ru	подстава
bump	noun	ca	nyanyo
bump	noun	de	Beule
bump	noun	es	chichón
bump	noun	fr	bosse
bump	noun	it	bozzo
bump	noun	pt	inchaço
bump	noun	ro	umflătură
bump	noun	ru	ши́шка
bump	noun	tr	şiş
bump	verb	de	anrempeln
bump	verb	fr	heurter
bump	verb	pt	bater
bump	verb	ru	ударя́ться
bumper	adj	es	abundante
bumper	noun	ar	مِصَدّ
bumper	noun	ca	para-xocs
bumper	noun	de	Stoßstange
bumper	noun	el	προφυλακτήρας
bumper	noun	es	parachoques
bumper	noun	fr	pare-chocs
bumper	noun	hi	बम्पर
bumper	noun	it	paraurti
bumper	noun	pt	para-choque
bumper	noun	ro	bară de protecție
bumper	noun	ru	ба́мпер
bumper	noun	tr	tampon
bun	noun	ar	كَعْكَة
bun	noun	ca	panellet
bun	noun	de	Brötchen
bun	noun	es	bollo
bun	noun	fr	petit pain
bun	noun	hi	रोटी
bun	noun	it	panino
bun	noun	ro	chiflă
bun	noun	ru	бу́лочка
bun	noun	tr	çörek
bunch	noun	ar	حُزْمَة
bunch	noun	ca	raïm
bunch	noun	de	Bund
bunch	noun	el	τσαμπί
bunch	noun	es	manojo
bunch	noun	fr	groupe
bunch	noun	it	ciuffo
bunch	noun	pt	penca
bunch	noun	ro	mănunchi
bunch	noun	ru	пучо́к
bunch	noun	sw	fungu
bunch	noun	tr	demet
bunch	verb	ar	حَزَمَ
bunch	verb	de	bündeln
bunch	verb	el	μαζεύω
bunch	verb	es	amontonarse
bunch	verb	fr	grouper
bunch	verb	it	ammucchiare
bundle	noun	ar	إِبَالَة
bundle	noun	ca	feix
bundle	noun	de	Bündel
bundle	noun	es	haz
bundle	noun	fr	faisceau
bundle	noun	hi	गठरी
bundle	noun	it	insieme
bundle	noun	pt	fardo
bundle	noun	ro	snop
bundle	noun	ru	свя́зка
bundle	noun	sw	furushi
bundle	noun	tr	bohça
bundle	verb	de	bündeln
bundle	verb	es	atar
bundle	verb	fr	lier
bundle	verb	it	raccogliere
bundle	verb	pt	enfardar
bundle	verb	ro	lega
bundle	verb	ru	свя́зывать в у́зел
bungalow	noun	ca	bungalou
bungalow	noun	el	μπανγκαλόου
bungalow	noun	es	bungaló
bungalow	noun	hi	बँगला
bungalow	noun	pt	bangalô
bungalow	noun	ru	да́ча
bungalow	noun	tr	bungalov
bunk	adj	de	Quatsch
bunk	adj	it	sciocchezza
bunk	noun	de	Koje
bunk	noun	es	litera
bunk	noun	fr	couchette
bunk	noun	it	cuccetta
bunk	noun	pt	beliche
bunk	noun	ru	ко́йка
bunk	verb	es	hacer novillos
bunk	verb	fr	faire l’école buissonnière
bunk	verb	ru	переночевать
bunker	noun	ar	مَخْبَأ
bunker	noun	ca	búnquer
bunker	noun	el	οχυρό
bunker	noun	es	búnker
bunker	noun	pt	casamata
bunker	noun	ro	buncăr
bunker	noun	ru	бу́нкер
bunker	verb	de	bunkern
bunny	noun	ar	خَرْنَق
bunny	noun	ca	catxap
bunny	noun	de	Kaninchenjunges
bunny	noun	el	κουνελάκι
bunny	noun	es	conejito
bunny	noun	fr	lapereau
bunny	noun	it	coniglietto
bunny	noun	pt	coelhinho
bunny	noun	ro	iepuraș
bunny	noun	ru	кро́лик
burden	noun	ar	حِمْل
burden	noun	ca	càrrega
burden	noun	de	Belastung
burden	noun	fr	charge
burden	noun	it	carico
burden	noun	pt	carga
burden	noun	ro	sarcină
burden	noun	ru	но́ша
burden	noun	sw	mzigo
burden	noun	tr	yük
burden	verb	de	belasten
burden	verb	es	gravar
burden	verb	fr	incomber
burden	verb	it	gravare
burden	verb	pt	carregar
burden	verb	ro	însărcina
burden	verb	ru	обременя́ть
bureau	noun	ar	مَكْتَب
bureau	noun	de	Büro
bureau	noun	el	γραφείο
bureau	noun	es	departamento
bureau	noun	hi	मंत्रालय
bureau	noun	it	ufficio
bureau	noun	pt	escritório
bureau	noun	ro	birou
bureau	noun	ru	бюро́
bureau	noun	tr	büro
burger	noun	ar	بُورْجَر
burger	noun	de	Hamburger
burger	noun	es	búrguer
burger	noun	hi	बर्गर
burger	noun	pt	búrguer
burger	noun	ru	га́мбургер
burglar	noun	ca	lladre
burglar	noun	de	Einbrecher
burglar	noun	el	διαρρήκτης
burglar	noun	es	ladrón
burglar	noun	fr	cambrioleur
burglar	noun	hi	लुटेरा
burglar	noun	it	scassinatore
burglar	noun	pt	ladrão
burglar	noun	ro	spărgător
burglar	noun	ru	взло́мщик
burglar	noun	tr	hırsız
burglary	noun	ar	سَطْو
burglary	noun	ca	violació de domicili
burglary	noun	de	Einbruch
burglary	noun	el	διάρρηξη
burglary	noun	es	allanamiento de morada
burglary	noun	fr	cambriolage
burglary	noun	pt	arrombamento
burglary	noun	ru	кра́жа со взло́мом
burial	noun	ar	دَفْن
burial	noun	ca	enterrament
burial	noun	de	Begräbnis
burial	noun	el	ταφή
burial	noun	es	entierro
burial	noun	fr	enterrement
burial	noun	hi	दफ़न
burial	noun	it	sepoltura
burial	noun	pt	enterro
burial	noun	ro	înmormântare
burial	noun	ru	захороне́ние
burial	noun	sw	mziko
burial	noun	tr	defin
burn	noun	ar	حَرْق
burn	noun	ca	cremada
burn	noun	de	Brandwunde
burn	noun	el	έγκαυμα
burn	noun	es	quemadura
burn	noun	fr	brûlure
burn	noun	hi	जलना
burn	noun	it	bruciatura
burn	noun	pt	queimadura
burn	noun	ro	arsură
burn	noun	ru	ожо́г
burn	noun	tr	yanık
burn	verb	ar	اِحْتَرَقَ
burn	verb	ca	cremar
burn	verb	de	brennen
burn	verb	el	καίγομαι
burn	verb	es	arder
burn	verb	fr	brûler
burn	verb	hi	जलना
burn	verb	it	bruciare
burn	verb	pt	arder
burn	verb	ro	arde
burn	verb	ru	горе́ть
burn	verb	sw	choma
burn	verb	tr	yanmak
burner	noun	de	Kochplatte
burner	noun	el	μάτι
burner	noun	es	fogón
burner	noun	fr	feu
burner	noun	it	fuoco
burner	noun	pt	boca
burner	noun	ru	горе́лка
burner	noun	tr	sıcak plaka
burp	noun	ar	تَجَشُّؤ
burp	noun	ca	rot
burp	noun	de	Rülpser
burp	noun	el	ρέψιμο
burp	noun	es	eructo
burp	noun	fr	rot
burp	noun	hi	डकार
burp	noun	it	rutto
burp	noun	pt	arroto
burp	noun	ro	râgâit
burp	noun	ru	отры́жка
burp	noun	tr	geğirme
burp	verb	ar	تَجَشَّأَ
burp	verb	ca	eructar
burp	verb	de	rülpsen
burp	verb	el	ρεύομαι
burp	verb	es	eructar
burp	verb	fr	roter
burp	verb	hi	डकारना
burp	verb	it	ruttare
burp	verb	pt	arrotar
burp	verb	ro	râgâi
burp	verb	ru	рыга́ть
burp	verb	tr	geğirmek
burrow	noun	ar	جُحْر
burrow	noun	ca	cau
burrow	noun	de	Bau
burrow	noun	es	madriguera
burrow	noun	fr	terrier
burrow	noun	hi	बिल
burrow	noun	it	tana
burrow	noun	pt	túnel
burrow	noun	ro	vizuină
burrow	noun	ru	нора́
burrow	noun	tr	in
burrow	verb	de	graben
burrow	verb	es	socavar
burrow	verb	it	scavare una tana
burrow	verb	pt	cavar
burst	noun	de	Bersten
burst	noun	el	έκρηξη
burst	noun	es	ráfaga
burst	noun	fr	éclatement
burst	noun	it	scoppio
burst	noun	pt	estouro
burst	noun	ru	взрыв
burst	verb	ca	petar
burst	verb	de	platzen
burst	verb	el	σκάω
burst	verb	es	reventar
burst	verb	fr	éclater
burst	verb	hi	फूटना
burst	verb	it	scoppiare
burst	verb	pt	arrebentar
burst	verb	ru	ло́паться
burst	verb	tr	patlamak
bury	verb	ar	دَفَنَ
bury	verb	ca	enterrar
bury	verb	de	beerdigen
bury	verb	el	θάβω
bury	verb	es	enterrar
bury	verb	fr	enterrer
bury	verb	hi	गाड़ना
bury	verb	it	seppellire
bury	verb	pt	enterrar
bury	verb	ro	îngropa
bury	verb	ru	хорони́ть
bury	verb	tr	defnetmek
bus	noun	ar	حَافِلَة
bus	noun	ca	autobús
bus	noun	el	λεωφορείο
bus	noun	es	autobús
bus	noun	fr	autobus
bus	noun	hi	बस
bus	noun	it	autobus
bus	noun	pt	machimbombo
bus	noun	ro	autobuz
bus	noun	ru	авто́бус
bus	noun	sw	basi
bus	noun	tr	otobüs
bush	noun	ar	شُجَيْرَة
bush	noun	ca	arbust
bush	noun	de	Busch
bush	noun	el	θάμνος
bush	noun	es	arbusto
bush	noun	fr	buisson
bush	noun	hi	झाड़ी
bush	noun	it	arbusto
bush	noun	pt	arbusto
bush	noun	ro	arbust
bush	noun	ru	куст
bush	noun	sw	kichaka
bush	noun	tr	çalı
business	noun	ar	شَرِكَة
business	noun	ca	empresa
business	noun	de	Geschäft
business	noun	el	επιχείρηση
business	noun	es	empresa
business	noun	fr	entreprise
business	noun	hi	व्यापार
business	noun	it	azienda
business	noun	pt	negócio
business	noun	ro	întreprindere
business	noun	ru	предприя́тие
business	noun	sw	biashara
business	noun	tr	şirket
businessman	noun	ar	رَجُل أَعْمَال
businessman	noun	ca	empresari
businessman	noun	de	Geschäftsmann
businessman	noun	el	επιχειρηματίας
businessman	noun	es	hombre de negocios
businessman	noun	fr	homme d'affaires
businessman	noun	hi	व्यापारी
businessman	noun	it	uomo d'affari
businessman	noun	pt	empresário
businessman	noun	ro	om de afaceri
businessman	noun	ru	предпринима́тель
businessman	noun	sw	mfanyabiashara
businessman	noun	tr	iş adamı
bust	noun	de	Scheitern
bust	noun	el	προτομή
bust	noun	es	busto
bust	noun	fr	fiasco
bust	noun	it	fiasco
bust	noun	pt	busto
bust	noun	ru	бюст
bust	verb	ca	enxampar
bust	verb	de	ertappen
bust	verb	es	cazar
bust	verb	fr	pincer
bust	verb	it	sgamare
bust	verb	ru	засту́кать
buster	noun	ca	tio
buster	noun	de	Freundchen
buster	noun	es	tipo
buster	noun	fr	pote
buster	noun	pt	otário
buster	noun	ru	па́рень
busy	adj	ar	مَشْغُول
busy	adj	ca	ocupat
busy	adj	de	beschäftigt
busy	adj	el	πολυσύχναστος
busy	adj	es	ocupado
busy	adj	fr	occupé
busy	adj	hi	व्यस्त
busy	adj	it	indaffarato
busy	adj	pt	movimentado
busy	adj	ro	harnic
busy	adj	ru	занято́й
busy	adj	sw	bizi
busy	adj	tr	meşgul
busy	verb	de	beschäftigen
busy	verb	fr	se livrer
busy	verb	pt	ocupar
but	conj	ar	لٰكِن
but	conj	ca	mes
but	conj	de	aber
but	conj	el	μολονότι
but	conj	es	aunque
but	conj	fr	mais
but	conj	hi	लेकिन
but	conj	it	ma
but	conj	pt	embora
but	conj	ro	dar
but	conj	ru	но
but	conj	sw	lakini
but	conj	tr	ama
butch	adj	fr	hommasse
butch	noun	ca	gallimarsot
butch	noun	es	machorra
butch	noun	fr	gouine
butch	noun	it	maschiaccio
butch	noun	pt	maria-macho
butch	noun	ru	кобла
butcher	noun	ar	جَزَّار
butcher	noun	ca	carnisser
butcher	noun	de	Fleischer
butcher	noun	el	χασάπης
butcher	noun	es	carnicero
butcher	noun	fr	boucher
butcher	noun	hi	क़साई
butcher	noun	it	macellaio
butcher	noun	pt	talhante
butcher	noun	ro	măcelar
butcher	noun	ru	мясни́к
butcher	noun	sw	bucha
butcher	noun	tr	kasap
butcher	verb	ar	جَزَر
butcher	verb	de	schlachten
butcher	verb	el	σφαγιάζω
butcher	verb	es	carnear
butcher	verb	fr	abattre
butcher	verb	it	macellare
butcher	verb	pt	abater
butcher	verb	ro	măcelări
butcher	verb	tr	kesmek
butler	noun	ar	قَهْرَمَان
butler	noun	ca	majordom
butler	noun	el	αρχιοικονόμος
butler	noun	es	mayordomo
butler	noun	fr	majordome
butler	noun	it	maggiordomo
butler	noun	pt	mordomo
butler	noun	ro	majordom
butler	noun	ru	дворе́цкий
butler	noun	tr	kahya
butt	noun	ar	مُؤَخَّرَة
butt	noun	ca	natja
butt	noun	de	Arsch
butt	noun	el	ποπός
butt	noun	es	culo
butt	noun	fr	cul
butt	noun	hi	नितंब
butt	noun	it	culo
butt	noun	pt	cu
butt	noun	ro	cur
butt	noun	ru	за́дница
butt	noun	sw	matako
butt	noun	tr	kıç
butt	verb	ca	tossar
butt	verb	es	topetar
butt	verb	it	cozzare
butt	verb	ro	lovi cu capul
butt	verb	ru	бода́ть
butter	noun	ar	زبدة
butter	noun	ca	mantega
butter	noun	el	βούτυρο
butter	noun	es	mantequilla
butter	noun	fr	beurre
butter	noun	hi	घी
butter	noun	it	burro
butter	noun	pt	manteiga
butter	noun	ro	unt
butter	noun	ru	ма́сло
butter	noun	sw	siagi
butter	noun	tr	tereyağı
butter	verb	de	mit Butter bestreichen
butter	verb	es	untar con mantequilla
butter	verb	fr	beurrer
butter	verb	hi	मक्खन लगाना
butter	verb	it	imburrare
butter	verb	pt	amanteigar
butter	verb	ru	нама́слить
butterfly	noun	ar	فراشة
butterfly	noun	ca	papallona
butterfly	noun	de	Schmetterling
butterfly	noun	el	πεταλούδα
butterfly	noun	es	mariposa
butterfly	noun	fr	papillon
butterfly	noun	hi	तितली
butterfly	noun	it	farfalla
butterfly	noun	pt	borboleta
butterfly	noun	ro	fluture
butterfly	noun	ru	ба́бочка
butterfly	noun	sw	kipepeo
butterfly	noun	tr	kelebek
button	noun	ar	زِرّ
button	noun	ca	botó
button	noun	de	Knopf
button	noun	el	κουμπί
button	noun	es	botón
button	noun	fr	bouton
button	noun	hi	बटन
button	noun	it	bottone
button	noun	pt	botão
button	noun	ro	nasture
button	noun	ru	пу́говица
button	noun	tr	düğme
button	verb	ca	botonar
button	verb	el	κουμπώνω
button	verb	es	abotonar
button	verb	fr	boutonner
button	verb	pt	abotoar
button	verb	ru	застёгивать
button	verb	tr	düğmelemek
buy	verb	ar	اِشْتَرَى
buy	verb	ca	comprar
