word	pos	locale	translation
a	adv	de	W
a	adv	es	H
a	adv	fr	h
a	adv	ru	г
a	intj	de	äh
a	intj	es	eh
a	intj	fr	euh
a	intj	ru	э-э
a	noun	ar	إِي
a	noun	el	έι
a	noun	hi	ए
a	noun	ro	â
a	noun	ru	а
a	num	ar	ا
a	num	ru	а
a	prep	ar	فِي
a	prep	de	pro
a	prep	es	por
a	prep	fr	par
a	prep	ru	в
aa	noun	de	Aa-Lava
aa	noun	it	àa
aah	intj	es	¡ay!
aah	intj	pt	nossa
aah	intj	ru	ах
ab	noun	de	Bauchmuskeln
ab	noun	fr	abdo
ab	noun	ru	пресс
abandon	noun	de	Hingabe
abandon	noun	el	εγκατάλειψη
abandon	noun	es	desenfreno
abandon	noun	it	abbandono
abandon	noun	pt	abandono
abandon	noun	ru	несде́ржанность
abandon	verb	ar	تَرَكَ
abandon	verb	ca	abandonar
abandon	verb	de	aufgeben
abandon	verb	el	εγκαταλείπω
abandon	verb	es	abandonar
abandon	verb	fr	abandonner
abandon	verb	hi	छोड़ देना
abandon	verb	it	abbandonare
abandon	verb	pt	abandonar
abandon	verb	ro	părăsi
abandon	verb	ru	оставля́ть
abandon	verb	tr	terk etmek
abbey	noun	ar	دَيْر
abbey	noun	ca	abadia
abbey	noun	de	Abtei
abbey	noun	el	αβαείο
abbey	noun	es	abadía
abbey	noun	fr	abbaye
abbey	noun	it	abbazia
abbey	noun	pt	abadia
abbey	noun	ro	abație
abbey	noun	ru	абба́тство
abbey	noun	tr	dergâh
abbot	noun	ar	رَئِيس الدَّيْر
abbot	noun	ca	abat
abbot	noun	de	Abt
abbot	noun	el	ηγούμενος
abbot	noun	es	abad
abbot	noun	fr	abbé
abbot	noun	it	abate
abbot	noun	pt	abade
abbot	noun	ro	egumen
abbot	noun	ru	абба́т
abbot	noun	tr	başrahip
abdomen	noun	ar	بَطْن
abdomen	noun	de	Bauch
abdomen	noun	el	κοιλία
abdomen	noun	hi	उदर
abdomen	noun	it	addome
abdomen	noun	pt	abdômen
abdomen	noun	ru	живо́т
abdomen	noun	tr	karın
abduct	verb	ar	يَخْطِفّ
abduct	verb	ca	raptar
abduct	verb	de	entführen
abduct	verb	el	απάγω
abduct	verb	es	raptar
abduct	verb	fr	enlever
abduct	verb	it	sottrarre
abduct	verb	pt	raptar
abduct	verb	ro	răpi
abduct	verb	ru	похища́ть
abduction	noun	ar	اِخْتِطَاف
abduction	noun	de	Entführung
abduction	noun	el	απαγωγή
abduction	noun	es	rapto
abduction	noun	fr	enlèvement
abduction	noun	hi	अपहरण
abduction	noun	it	rapimento
abduction	noun	ro	răpire
abduction	noun	ru	похище́ние
abide	verb	ar	يَبْقَى
abide	verb	ca	viure
abide	verb	de	weilen
abide	verb	es	habitar
abide	verb	fr	demeurer
abide	verb	it	vivere
abide	verb	pt	viver
abide	verb	ru	жить
abide	verb	tr	ikamet etmek
abigail	noun	de	Zofe
abigail	noun	es	doncella
abigail	noun	ru	го́рничная
ability	noun	ar	قُدْرَة
ability	noun	ca	habilitat
ability	noun	de	Fähigkeit
ability	noun	el	ικανότητα
ability	noun	es	habilidad
ability	noun	fr	capacité
ability	noun	hi	योग्यता
ability	noun	it	abilità
ability	noun	pt	habilidade
ability	noun	ro	putință
ability	noun	ru	возмо́жность
ability	noun	sw	uwezo
able	adj	ar	قَادِر
able	adj	ca	capaç
able	adj	de	fähig
able	adj	el	ικανός
able	adj	es	diestro
able	adj	fr	capable
able	adj	hi	समर्थ
able	adj	it	abile
able	adj	pt	capaz
able	adj	ro	abil
able	adj	ru	спосо́бный
abnormal	adj	ar	غَيْر طَبِيعِيّ
abnormal	adj	ca	anormal
abnormal	adj	de	unnormal
abnormal	adj	es	anormal
abnormal	adj	fr	inhabituel
abnormal	adj	it	anormale
abnormal	adj	pt	anormal
abnormal	adj	ro	anormal
abnormal	adj	ru	ненорма́льный
aboard	adv	ar	عَلَى ظَهْر
aboard	adv	ca	a bord
aboard	adv	de	an Bord
aboard	adv	el	στο πλοίο
aboard	adv	es	a bordo
aboard	adv	fr	à bord
aboard	adv	hi	अबौड
aboard	adv	it	a bordo
aboard	adv	pt	a bordo
aboard	adv	ru	на борту́
aboard	prep	de	an Bord
aboard	prep	el	εν πλω
aboard	prep	es	a bordo de
aboard	prep	fr	à bord de
aboard	prep	it	a bordo di
aboard	prep	pt	a bordo de
aboard	prep	ru	на борту́
abort	noun	ca	avortament
abort	noun	es	aborto
abort	noun	fr	fausse couche
abort	noun	pt	aborto
abort	noun	ro	avort
abort	noun	ru	або́рт
abort	verb	ar	يُجْهِض
abort	verb	ca	avortar
abort	verb	es	abortar
abort	verb	fr	faire une fausse couche
abort	verb	it	abortire
abort	verb	pt	abortar
abort	verb	sw	-avya mimba
abortion	noun	ar	إِجْهَاض
abortion	noun	ca	avortament induït
abortion	noun	de	Abtreibung
abortion	noun	el	έκτρωση
abortion	noun	es	aborto
abortion	noun	fr	avortement
abortion	noun	hi	गर्भपात
abortion	noun	it	aborto
abortion	noun	pt	aborto
abortion	noun	ro	avort
abortion	noun	ru	або́рт
abortion	noun	tr	kürtaj
about	adv	ar	حَوَالِي
about	adv	de	etwa
about	adv	el	σχεδόν
about	adv	es	alrededor de
about	adv	fr	environ
about	adv	pt	aproximadamente
about	adv	ro	cam
about	adv	ru	приме́рно
about	adv	sw	kadiri ya
about	adv	tr	yaklaşık
about	prep	ar	عَن
about	prep	ca	sobre
about	prep	de	über
about	prep	el	για
about	prep	es	sobre
about	prep	fr	de
about	prep	hi	के बारे
about	prep	it	riguardo
about	prep	pt	sobre
about	prep	ro	despre
about	prep	ru	о
about	prep	sw	kuhusu
above	adj	fr	ci-dessus
above	adv	ca	dalt
above	adv	de	höher
above	adv	el	πάνω
above	adv	es	arriba
above	adv	fr	au-dessus
above	adv	hi	ऊपर
above	adv	pt	acima
above	adv	ro	deasupra
above	adv	ru	наверху́
above	noun	ru	вышеупомя́нутый
above	prep	ar	فَوقَ
above	prep	ca	damunt
above	prep	de	über
above	prep	el	πάνω
above	prep	es	arriba
above	prep	fr	au-dessus de
above	prep	hi	... के ऊपर
above	prep	it	sopra
above	prep	pt	acima de
above	prep	ro	deasupra
above	prep	ru	над
above	prep	tr	yukarıya
abroad	adv	ar	فِي الْخَارِج
abroad	adv	ca	a l'estranger
abroad	adv	de	im Ausland
abroad	adv	el	στο εξωτερικό
abroad	adv	es	en el extranjero
abroad	adv	fr	à l'étranger
abroad	adv	hi	विदेश में
abroad	adv	it	all'estero
abroad	adv	pt	no exterior
abroad	adv	ru	за грани́цей
abroad	adv	tr	dışarı
abroad	noun	ca	estranger
abroad	noun	de	Ausland
abroad	noun	el	εξωτερικό
abroad	noun	es	el extranjero
abroad	noun	fr	l'étranger
abroad	noun	hi	विदेश
abroad	noun	pt	exterior
abroad	noun	ru	заграни́ца
abroad	noun	tr	yurtdışı
abroad	prep	ar	فِي اَلْخَارِج
absence	noun	ar	غِيَاب
absence	noun	ca	absència
absence	noun	de	Abwesenheit
absence	noun	el	απουσία
absence	noun	es	ausencia
absence	noun	hi	अनुपस्थिति
absence	noun	it	assenza
absence	noun	pt	ausência
absence	noun	ro	absență
absence	noun	ru	отсу́тствие
absence	noun	tr	yokluk
absent	adj	ar	غَائِب
absent	adj	de	abwesend
absent	adj	el	απών
absent	adj	es	ausente
absent	adj	hi	अनुपस्थित
absent	adj	it	assente
absent	adj	pt	ausente
absent	adj	ru	отсу́тствующий
absent	prep	pt	na ausência de
absent	verb	ca	absentar
absent	verb	de	fehlen
absent	verb	el	απουσιάζω
absent	verb	es	ausentarse
absent	verb	pt	ausentar
absolute	adj	ar	مُطْلَق
absolute	adj	ca	absolut
absolute	adj	de	absolut
absolute	adj	el	απόλυτος
absolute	adj	es	absoluto
absolute	adj	fr	absolu
absolute	adj	hi	निरपेक्ष
absolute	adj	pt	ilimitado
absolute	adj	ru	абсолю́тный
absolute	adj	tr	mutlak
absolute	noun	ar	مُطْلَق
absolute	noun	fr	absolu
absolute	noun	ru	абсолю́т
absolutely	adv	ar	مطلقا
absolutely	adv	ca	absolutament
absolutely	adv	de	absolut
absolutely	adv	es	totalmente
absolutely	adv	fr	absolument
absolutely	adv	hi	बिलकुल
absolutely	adv	it	assolutamente
absolutely	adv	pt	absolutamente
absolutely	adv	ro	absolut
absolutely	adv	ru	соверше́нно
absolutely	intj	de	allerdings
absolutely	intj	fr	absolument
absolutely	intj	it	assolutamente
absolutely	intj	ro	absolut
absolutely	intj	ru	коне́чно
absolutely	intj	tr	kesinlikle
absorb	verb	ar	اِمْتَصَ
absorb	verb	ca	absorbir
absorb	verb	de	aufsaugen
absorb	verb	el	απορροφώ
absorb	verb	es	absorber
absorb	verb	fr	absorber
absorb	verb	hi	सोखना
absorb	verb	it	assorbire
absorb	verb	pt	absorver
absorb	verb	ru	поглоща́ть
absorb	verb	sw	kufyonza
absurd	adj	ar	عَبَثِيّ
absurd	adj	el	παράλογος
absurd	adj	es	absurdo
absurd	adj	fr	absurde
absurd	adj	it	assurdo
absurd	adj	pt	absurdo
absurd	adj	ru	абсу́рдный
absurd	adj	tr	absürt
absurd	noun	es	absurdo
absurd	noun	pt	absurdo
absurd	noun	ru	абсу́рд
abuse	noun	ar	مَسَبَّة
abuse	noun	de	Beschimpfung
abuse	noun	el	βρισιές
abuse	noun	fr	insulte
abuse	noun	hi	अपशब्द
abuse	noun	pt	abuso
abuse	noun	ro	abuz verbal
abuse	noun	ru	оскорбле́ние
abuse	verb	ar	أَهَانَ
abuse	verb	de	beschimpfen
abuse	verb	hi	बुरा भला कहना
abuse	verb	it	insultare
abuse	verb	pt	insultar
abuse	verb	ru	оскорбля́ть
abyss	noun	ar	هَاوِيَة
abyss	noun	ca	abisme
abyss	noun	de	Abgrund
abyss	noun	el	άβυσσος
abyss	noun	es	abismo
abyss	noun	fr	abîme
abyss	noun	hi	वितल
abyss	noun	it	abisso
abyss	noun	pt	abismo
abyss	noun	ro	abis
abyss	noun	ru	про́пасть
abyss	noun	sw	shimo
ac	noun	de	Wechselstrom
ac	noun	es	CA
ac	noun	pt	CA
ac	noun	ro	curent alternativ
ac	noun	ru	переме́нный ток
academic	adj	ar	أَكَادِيمِيّ
academic	adj	ca	acadèmic
academic	adj	de	akademisch
academic	adj	el	ακαδημαϊκός
academic	adj	es	académico
academic	adj	fr	académique
academic	adj	it	accademico
academic	adj	pt	académico
academic	adj	ro	universitar
academic	adj	ru	академи́ческий
academic	noun	ar	أستاذ
academic	noun	ca	acadèmic
academic	noun	el	ακαδημαϊκός
academic	noun	es	académico
academic	noun	fr	universitaire
academic	noun	pt	académico
academic	noun	tr	akademisyen
academy	noun	ar	مَجْمَع
academy	noun	ca	acadèmia
academy	noun	de	Akademie
academy	noun	el	ακαδημία
academy	noun	es	cantera
academy	noun	fr	académie
academy	noun	hi	अकादमी
academy	noun	it	accademia
academy	noun	pt	academia
academy	noun	ro	academie
academy	noun	ru	акаде́мия
academy	noun	tr	akademi
accelerate	verb	ar	سَرَّعَ
accelerate	verb	ca	accelerar
accelerate	verb	de	beschleunigen
accelerate	verb	es	acelerar
accelerate	verb	fr	accélérer
accelerate	verb	it	accelerare
accelerate	verb	pt	acelerar
accelerate	verb	ro	accelera
accelerate	verb	ru	ускоря́ть
accelerate	verb	tr	hızlandırmak
accent	noun	ar	لَهْجَة
accent	noun	de	Akzent
accent	noun	el	προφορά
accent	noun	es	acento
accent	noun	hi	लहज़ा
accent	noun	it	accento
accent	noun	pt	sotaque
accent	noun	ru	акце́нт
accent	noun	tr	şive
accent	verb	ca	accentuar
accent	verb	es	acentuar
accent	verb	fr	accentuer
accent	verb	it	accentuare
accent	verb	pt	acentuar
accent	verb	ru	акценти́ровать
accent	verb	tr	vurgulamak
accept	verb	ar	قَبِلَ
accept	verb	ca	acceptar
accept	verb	de	annehmen
accept	verb	el	δέχομαι
accept	verb	es	aceptar
accept	verb	fr	accepter
accept	verb	hi	स्वीकार करना
accept	verb	it	accettare
accept	verb	pt	aceitar
accept	verb	ro	accepta
accept	verb	ru	принима́ть
accept	verb	sw	kukubali
accept	verb	tr	kabul etmek
acceptable	adj	de	annehmbar
acceptable	adj	el	παραδεκτός
acceptable	adj	es	aceptable
acceptable	adj	hi	स्वीकार्य
acceptable	adj	it	accettabile
acceptable	adj	pt	aceitável
acceptable	adj	ro	acceptabil
acceptable	adj	ru	прие́млемый
acceptable	adj	tr	kabul edilebilir
acceptance	noun	ar	قَبُول
acceptance	noun	ca	acceptació
acceptance	noun	de	Annahme
acceptance	noun	el	αποδοχή
acceptance	noun	es	aceptación
acceptance	noun	fr	acceptation
acceptance	noun	hi	स्वीकारना
acceptance	noun	it	accettazione
acceptance	noun	pt	aceitação
acceptance	noun	ro	acceptare
acceptance	noun	ru	получе́ние
acceptance	noun	tr	kabul
access	noun	ar	معبر
access	noun	de	Zugang
access	noun	el	πρόσβαση
access	noun	es	acceso
access	noun	fr	accès
access	noun	it	accesso
access	noun	pt	acesso
access	noun	ro	acces
access	noun	ru	до́ступ
access	noun	sw	ufikiaji
access	verb	ar	وَلَجَ
access	verb	ca	accedir
access	verb	es	acceder
access	verb	fr	accéder
access	verb	pt	aceder
access	verb	ru	получить доступ
accessory	adj	ar	كَمَالِيّ
accessory	adj	ca	accessori
accessory	adj	de	nebensächlich
accessory	adj	el	επικουρικός
accessory	adj	es	accesorio
accessory	adj	fr	accessoire
accessory	adj	pt	acessório
accessory	adj	ro	accesoriu
accessory	adj	ru	вспомога́тельный
accessory	noun	ca	accessori
accessory	noun	de	Zubehör
accessory	noun	el	παρελκόμενο
accessory	noun	es	accesorio
accessory	noun	fr	accessoire
accessory	noun	it	accessorio
accessory	noun	pt	acessório
accessory	noun	ro	accesoriu
accessory	noun	ru	принадле́жность
accessory	noun	tr	aksesuar
accident	noun	ar	حَادِث
accident	noun	de	Unfall
accident	noun	el	ατύχημα
accident	noun	es	accidente
accident	noun	hi	दुर्घटना
accident	noun	it	incidente
accident	noun	pt	acidente
accident	noun	ru	несча́стный слу́чай
accident	noun	sw	ajali
accident	noun	tr	kaza
accidental	adj	ar	عَرْضِيّ
accidental	adj	de	versehentlich
accidental	adj	el	τυχαίος
accidental	adj	fr	accidentel
accidental	adj	hi	आकस्मिक
accidental	adj	it	accidentale
accidental	adj	pt	acidental
accidental	adj	ru	случа́йный
accidental	noun	ca	accident
accidental	noun	el	αλλοίωση
accidental	noun	fr	altération
accidental	noun	pt	acidente
accidentally	adv	ca	accidentalment
accidentally	adv	de	zufällig
accidentally	adv	es	accidentalmente
accidentally	adv	fr	accidentellement
accidentally	adv	it	casualmente
accidentally	adv	pt	acidentalmente
accidentally	adv	ro	accidental
accidentally	adv	ru	случа́йно
accidentally	adv	tr	kazara
accommodate	verb	ca	acollir
accommodate	verb	de	unterbringen
accommodate	verb	es	acoger
accommodate	verb	fr	héberger
accommodate	verb	it	accomodare
accommodate	verb	pt	acomodar
accommodate	verb	ru	размеща́ть
accommodation	noun	ar	إِقَامَة
accommodation	noun	ca	acomodament
accommodation	noun	de	Unterkunft
accommodation	noun	el	κατάλυμα
accommodation	noun	es	alojamiento
accommodation	noun	fr	hébergement
accommodation	noun	hi	आवास
accommodation	noun	it	alloggio
accommodation	noun	pt	alojamento
accommodation	noun	ro	cazare
accommodation	noun	ru	жильё
accommodation	noun	tr	konaklama
accompany	verb	ar	رَافَقَ
accompany	verb	de	begleiten
accompany	verb	es	acompañar
accompany	verb	fr	accompagner
accompany	verb	hi	साथ चलना
accompany	verb	it	accompagnare
accompany	verb	pt	acompanhar
accompany	verb	ro	însoți
accompany	verb	ru	сопу́тствовать
accomplice	noun	ar	شَرِيك فِي جَرِيمَة
accomplice	noun	ca	còmplice
accomplice	noun	de	Mittäter
accomplice	noun	el	συνεργός
accomplice	noun	es	cómplice
accomplice	noun	fr	complice
accomplice	noun	hi	सहापराधी
accomplice	noun	it	complice
accomplice	noun	pt	cúmplice
accomplice	noun	ro	complice
accomplice	noun	ru	соуча́стник
accomplice	noun	tr	suç ortağı
accomplish	verb	ar	أَدَّى
accomplish	verb	ca	aconseguir
accomplish	verb	de	vollenden vollziehen
accomplish	verb	el	επιτυγχάνω
accomplish	verb	es	efectuar
accomplish	verb	fr	accomplir
accomplish	verb	hi	सफलता
accomplish	verb	it	compiere
accomplish	verb	pt	conseguir
accomplishment	noun	ar	تَنْفِيذ
accomplishment	noun	de	Ausführung f Durchführung
accomplishment	noun	es	logro
accomplishment	noun	fr	accomplissement
accomplishment	noun	hi	उपलब्धि
accomplishment	noun	it	realizzazione
accomplishment	noun	pt	realização
accomplishment	noun	ru	достиже́ние
accord	noun	ar	تَفَاهُم
accord	noun	de	Übereinstimmung
accord	noun	es	acuerdo
accord	noun	fr	entente
accord	noun	hi	समझौता
accord	noun	it	accordo
accord	noun	pt	acordo
accord	noun	ro	acord
accord	noun	ru	согла́сие
accord	verb	de	gewähren
accord	verb	es	acordar
accord	verb	fr	accorder
accord	verb	ru	предоставля́ть
accordingly	adv	de	logischerweise
accordingly	adv	el	επομένως
accordingly	adv	es	por consiguiente
accordingly	adv	pt	consequentemente
accordingly	adv	ro	în conformitate
accordingly	adv	ru	сле́довательно
account	noun	ar	حِسَاب
account	noun	ca	compte
account	noun	de	Konto
account	noun	el	λογαριασμός
account	noun	es	cuenta
account	noun	fr	compte
account	noun	hi	हिसाब
account	noun	it	contabilità
account	noun	pt	conta
account	noun	ro	cont
account	noun	ru	счёт
account	noun	sw	akaunti
account	noun	tr	hesap
account	verb	it	reputare
accountant	noun	ar	مُحَاسِب
accountant	noun	ca	comptable
accountant	noun	de	Buchhalter
accountant	noun	el	λογιστής
accountant	noun	es	contable
accountant	noun	fr	comptable
accountant	noun	hi	लेखाकार
accountant	noun	it	contabile
accountant	noun	pt	contador
accountant	noun	ro	contabil
accountant	noun	ru	бухга́лтер
accountant	noun	sw	mhasibu
accountant	noun	tr	muhasebeci
accounting	verb	ar	مُحَاسِبَة
accounting	verb	de	Buchhaltung
accounting	verb	el	λογιστική
accounting	verb	es	contabilidad
accounting	verb	fr	comptabilité
accounting	verb	hi	लेखाकरण
accounting	verb	it	contabilità
accounting	verb	pt	contabilidade
accounting	verb	ro	contabilitate
accounting	verb	ru	бухгалте́рия
accumulate	verb	ca	acumular
accumulate	verb	de	aufstauen
accumulate	verb	es	acumular
accumulate	verb	fr	accumuler
accumulate	verb	pt	acumular
accumulate	verb	ru	нака́пливать
accurate	adj	ar	مَضْبُوط
accurate	adj	ca	exacte
accurate	adj	de	genau
accurate	adj	el	ακριβής
accurate	adj	es	acertado
accurate	adj	fr	précis
accurate	adj	hi	सटीक
accurate	adj	it	accurato
accurate	adj	pt	preciso
accurate	adj	ro	acurat
accurate	adj	ru	то́чный
accurate	adj	sw	sanifu
accurate	adj	tr	kesin
accusation	noun	ar	اِتِّهَام
accusation	noun	ca	acusació
accusation	noun	de	Anklage
accusation	noun	el	κατηγορία
accusation	noun	es	acusación
accusation	noun	hi	आरोप
accusation	noun	it	accusa
accusation	noun	pt	acusação
accusation	noun	ro	acuzație
accusation	noun	ru	обвине́ние
accusation	noun	sw	madai
accusation	noun	tr	suçlama
accuse	verb	ar	اِتَّهَمَ
accuse	verb	ca	acusar
accuse	verb	de	beschuldigen
accuse	verb	el	κατηγορώ
accuse	verb	es	acusar
accuse	verb	fr	accuser
accuse	verb	hi	आरोप लगाना
accuse	verb	it	accusare
accuse	verb	pt	acusar
accuse	verb	ro	acuza
accuse	verb	ru	вини́ть
accuse	verb	tr	suçlamak
accustom	verb	ca	acostumar
accustom	verb	de	gewöhnen
accustom	verb	es	acostumbrarse
accustom	verb	fr	accoutumer
accustom	verb	it	assuefarsi
accustom	verb	pt	acostumar
accustom	verb	ru	приуча́ть
ace	noun	ar	آس
ace	noun	ca	as
ace	noun	de	Ass
ace	noun	el	άσος
ace	noun	es	as
ace	noun	fr	as
ace	noun	hi	इक्का
ace	noun	it	asso
ace	noun	pt	ás
ace	noun	ro	as
ace	noun	ru	туз
ace	noun	sw	ree
ace	noun	tr	as
ace	verb	es	bordar
ace	verb	pt	gabaritar
ache	noun	ar	أَلَم
ache	noun	de	Schmerz
ache	noun	el	άλγος
ache	noun	es	dolor
ache	noun	fr	douleur
ache	noun	hi	दर्द
ache	noun	it	dolore
ache	noun	pt	dor
ache	noun	ro	durere
ache	noun	ru	боль
ache	noun	tr	ağrı
ache	verb	ar	تَأَلَّمَ
ache	verb	de	weh tun
ache	verb	el	πονάω
ache	verb	es	doler
ache	verb	fr	faire mal
ache	verb	hi	दर्द करना
ache	verb	it	dolere
ache	verb	pt	doer
ache	verb	ro	durea
ache	verb	ru	боле́ть
ache	verb	tr	ağrımak
achieve	verb	ar	حَقَّقَ
achieve	verb	ca	acomplir
achieve	verb	de	erreichen
achieve	verb	el	κατορθώνω
achieve	verb	es	conseguir
achieve	verb	fr	accomplir
achieve	verb	it	realizzare
achieve	verb	pt	conseguir
achieve	verb	ru	выполня́ть
achievement	noun	ar	إِنْجَاز
achievement	noun	ca	assoliment
achievement	noun	de	Errungenschaft
achievement	noun	es	logro
achievement	noun	fr	réalisation
achievement	noun	hi	उपलब्धि
achievement	noun	it	realizzazione
achievement	noun	pt	realização
achievement	noun	ru	достиже́ние
acid	adj	ar	حَامِض
acid	adj	ca	àcid
acid	adj	de	sauer
acid	adj	el	οξύς
acid	adj	es	agrio
acid	adj	fr	aigre
acid	adj	hi	अम्ल
acid	adj	it	acido
acid	adj	pt	ácido
acid	adj	ro	acru
acid	adj	ru	ки́слый
acid	noun	ar	حَامِض
acid	noun	ca	àcid
acid	noun	de	Säure
acid	noun	el	οξύ
acid	noun	es	ácido
acid	noun	fr	acide
acid	noun	hi	तेज़ाब
acid	noun	it	acido
acid	noun	pt	ácido
acid	noun	ru	кислота́
acid	noun	tr	asit
acknowledge	verb	de	zur Kenntnis nehmen
acknowledge	verb	el	αναγνωρίζω
acknowledge	verb	es	reconocer
acknowledge	verb	fr	reconnaître
acknowledge	verb	hi	स्वीकार करना
acknowledge	verb	it	riconoscere
acknowledge	verb	pt	reconhecer
acknowledge	verb	ro	recunoaște
acknowledge	verb	ru	признава́ть
acquaint	verb	de	vertraut machen
acquaint	verb	es	dar a conocer
acquaint	verb	ru	ознакомить
acquaintance	noun	ca	conegut
acquaintance	noun	de	Bekannter
acquaintance	noun	el	γνωστός
acquaintance	noun	es	conocido
acquaintance	noun	fr	fréquentation
acquaintance	noun	hi	परिचित
acquaintance	noun	it	conoscenza
acquaintance	noun	pt	conhecido
acquaintance	noun	ro	cunoscut
acquaintance	noun	ru	знако́мый
acquaintance	noun	tr	tanıdık
acquire	verb	ar	حَصَلَ
acquire	verb	ca	adquirir
acquire	verb	de	erwerben
acquire	verb	es	obtener
acquire	verb	fr	acquérir
acquire	verb	it	acquisire
acquire	verb	pt	adquirir
acquire	verb	ru	добыва́ть
acquire	verb	tr	edinmek
acquit	verb	ca	exculpar
acquit	verb	de	freisprechen
acquit	verb	el	αθωώνω
acquit	verb	fr	innocenter
acquit	verb	pt	inocentar
acquit	verb	ru	опра́вдывать
acquit	verb	tr	suçsuz bulmak
acre	noun	ar	آكِر
acre	noun	de	Morgen
acre	noun	el	έικρ
acre	noun	it	acro
acre	noun	ru	акр
acre	noun	sw	ekari
across	adv	el	οριζόντιος
across	adv	it	attraverso
across	adv	pt	em horizontal
across	adv	ro	de-a curmezișul
across	prep	ar	عَبْرَ
across	prep	ca	a través de
across	prep	de	über
across	prep	el	δια μέσου
across	prep	es	a través de
across	prep	it	attraverso
across	prep	pt	através
across	prep	ru	че́рез
act	noun	ar	عَمَل
act	noun	ca	acte
act	noun	de	Handlung
act	noun	el	πράξη
act	noun	es	acto
act	noun	fr	acte
act	noun	hi	कार्य
act	noun	it	atto
act	noun	pt	ato
act	noun	ru	де́йствие
act	noun	sw	kitendo
act	verb	ca	actuar
act	verb	de	handeln
act	verb	el	πράττω
act	verb	es	actuar
act	verb	fr	agir
act	verb	hi	कर्म
act	verb	it	agire
act	verb	pt	agir
act	verb	ro	acționa
act	verb	ru	де́йствовать
act	verb	sw	tenda
action	intj	el	πάμε
action	intj	es	acción
action	intj	it	azione
action	intj	pt	ação
action	noun	ar	عَمَل
action	noun	ca	acció
action	noun	de	Handlung
action	noun	el	ενέργεια
action	noun	es	acción
action	noun	hi	कर्म
action	noun	it	azione
action	noun	pt	ação
action	noun	ro	faptă
action	noun	ru	де́йствие
action	noun	tr	aksiyon
activate	verb	ar	فَعَّلَ
activate	verb	ca	activar
activate	verb	de	aktivieren
activate	verb	el	ενεργοποιώ
activate	verb	es	activar
activate	verb	fr	actionner
activate	verb	pt	ativar
activate	verb	ro	activa
activate	verb	ru	активизи́ровать
activate	verb	tr	etkinleştirmek
active	adj	ar	نَشِيط
active	adj	ca	actiu
active	adj	de	aktiv
active	adj	es	activo
active	adj	fr	actif
active	adj	hi	सक्रिय
active	adj	it	attivo
active	adj	pt	ativo
active	adj	ro	activ
active	adj	ru	акти́вный
active	adj	tr	aktif
activist	noun	ar	نَاشِط
activist	noun	ca	activista
activist	noun	de	Aktivist
activist	noun	el	ακτιβιστής
activist	noun	es	activista
activist	noun	fr	militant
activist	noun	hi	कार्यकर्ता
activist	noun	it	attivista
activist	noun	pt	ativista
activist	noun	ru	активи́ст
activist	noun	sw	mwanaharakati
activist	noun	tr	eylemci
activity	noun	ar	نَشَاط
activity	noun	ca	activitat
activity	noun	de	Aktivität
activity	noun	el	δραστηριότητα
activity	noun	es	actividad
activity	noun	fr	activité
activity	noun	hi	सक्रियता
activity	noun	it	attività
activity	noun	pt	atividade
activity	noun	ro	activitate
activity	noun	ru	де́ятельность
activity	noun	tr	aktivite
actor	noun	ar	مُمَثِّل
actor	noun	de	Schauspieler
actor	noun	el	ηθοποιός
actor	noun	fr	acteur
actor	noun	hi	अभिनेता
actor	noun	it	attore
actor	noun	pt	ator
actor	noun	ru	актёр
actor	noun	sw	mwigaji
actor	noun	tr	oyuncu
actress	noun	ar	مُمَثِّلَة
actress	noun	ca	actriu
actress	noun	de	Schauspielerin
actress	noun	el	ηθοποιός
actress	noun	es	actriz
actress	noun	fr	actrice
actress	noun	hi	अभिनेत्री
actress	noun	it	attrice
actress	noun	pt	atriz
actress	noun	ro	actriță
actress	noun	ru	актри́са
actress	noun	tr	aktris
actual	adj	ar	حَقِيقِيّ
actual	adj	ca	real
actual	adj	de	tatsächlich
actual	adj	el	πραγματικός
actual	adj	fr	réel
actual	adj	hi	वास्तविक
actual	adj	it	reale
actual	adj	pt	real
actual	adj	ru	настоя́щий
actual	adj	tr	gerçek
actually	adv	ar	فِعْلًا
actually	adv	ca	de fet
actually	adv	de	eigentlich
actually	adv	el	βασικά
actually	adv	es	contrario a / de lo que se anticiparía
actually	adv	fr	en fait
actually	adv	hi	यों
actually	adv	it	realmente
actually	adv	pt	na verdade
actually	adv	ro	de fapt
actually	adv	ru	действи́тельно
actually	adv	tr	aslında
acute	adj	ca	agut
acute	adj	de	scharf
acute	adj	el	οξύς
acute	adj	es	agudo
acute	adj	fr	aigu
acute	adj	pt	agudo
acute	adj	ru	о́стрый
acute	adj	tr	keskin
ad	adv	ar	حِقْبَة عَامَّة
ad	adv	ca	dC
ad	adv	el	μ.Χ.
ad	adv	fr	ap. J.-C.
ad	adv	hi	आम युग
ad	adv	it	d.C.
ad	adv	pt	DC
ad	adv	ru	по́сле Р. Хр.
ad	noun	fr	pub
adapt	adj	de	adaptiert
adapt	adj	es	adaptado
adapt	adj	fr	adapté
adapt	adj	it	adattato
adapt	adj	pt	adaptado
adapt	adj	ro	adaptat
adapt	adj	ru	адапти́рованный
adapt	adj	tr	uygun
adapt	verb	ca	adaptar
adapt	verb	de	anpassen
adapt	verb	es	adaptar
