word	reading
بطيء	baṭīʼ
بطيخ	biṭṭīḵ
بطين	buṭayn
بع	biʻ
بعام	baʻām
بعث	baʻaṯa
بعثة	baʻṯa
بعثت	baʻaṯtu
بعد	baʻuda
بعدئذ	baʻdaʼiḏin
بعدما	baʻdamā
بعض	baʻḍ
بعضا	baʻḍan
بعل	baʻl
بعوض	baʻūḍ
بعيد	baʻīd
بعيدة	baʻīda
بعير	baʻīr
بغداد	baḡdād
بغض	baḡaḍa
بغل	baḡl
بغية	buḡya
بغير	bi-ḡayri
بغيض	baḡīḍ
بفضل	bifaḍli
بفك	bufak
بق	baqqa
بقاء	baqāʼ
بقاشيش	baqāšīš
بقاع	biqāʻ
بقال	baqqāl
بقالة	biqāla
بقر	baqar
بقرة	baqara
بقشيش	baqšīš
بقص	baqṣ
بقع	buqaʻ
بقعة	buqʻa
بقى	baqā
بقي	baqiya
بقية	baqiyya
بقيت	baqītu
بقينا	baqīnā
بكاء	bukāʼ
بكت	bakat
بكتيريا	baktīriyā
بكر	bakara
بكرة	bukra
بكى	bakā
بكي	bukiyy
بكيت	bakaytu
بكين	bikīn
بل	bal
بلا	balā
بلاء	balāʼ
بلاد	bilād
بلاستيك	blastīk
بلاستيكي	blastīkiyy
بلاط	balāṭ
بلاغ	balāḡ
بلال	bilāl
بلان	ballān
بلجيكا	biljīkā
بلد	balad
بلدان	buldān
بلدة	balda
بلدنا	baludnā
بلدي	baladiyy
بلدية	baladiyya
بلغ	balaḡa
بلقاء	balqāʼ
بلل	balal
بللت	balaltu
بلهاء	balhāʼ
بلوتو	blūtū
بلوتونيوم	bulūtūniyūm
بلور	billawr
بلوط	ballūṭ
بلوغ	bulūḡ
بلوك	blūk
بلى	balā
بلي	baliya
بليد	balīd
بليز	bilīz
بليغ	balīḡ
بليلة	balīla
بم	bima
بما	bi-mā
بمجرد	bi-mujarradi
بمشقة	bimašaqqa
بمن	biman
بمناسبة	bi-munāsabati
بموجب	bimūjibi
بن	bn
بنا	binnā
بناء	bināʼ
بنات	banāt
بنادق	banādiq
بنان	banān
بنايات	bināyāt
بناية	bināya
بنت	bint
بنج	banj
بند	band
بندر	bandar
بندق	bunduq
بندقية	bunduqiyya
بنزين	banzīn
بنس	bins
بنسلفانيا	binsilfānyā
بنطال	banṭāl
بنطلون	banṭalōn
بنفسج	banafsaj
بنفسجي	banafsajiyy
بنك	bank
بنكرياس	binkiryās
بنما	banamā
بنوا	banaw
بنوك	bunūk
بنى	banā
بني	bunniyy
بنيامين	binyāmīn
بنية	binya
بهجة	bahja
بهجت	bahjat
بهو	bahw
بواب	bawwāb
بوابة	bawwāba
بواسطة	bi-wāsiṭa
بوب	bawwaba
بوح	bawḥ
بودابست	budabist
بوذا	būḏā
بوذي	būḏiyy
بور	būr
بورصة	būrṣa
بورما	burmā
بوس	baws
بوسان	būsān
بوست	būst
بوسطن	bōsṭon
بوصة	būṣa
بوصلة	būṣula
بوظة	būẓa
بوق	būq
بوكر	būkar
بول	bawl
بولس	būlus
بولندا	bulandā
بولندي	būlandiyy
بولندية	būlandiyya
بوليس	būlīs
بوليفيا	būlīfiyā
بوم	būm
بومة	būma
بون	bawn
بيئة	bīʼa
بيئي	bīʼiyy
بياض	bayāḍ
بيان	bayān
بيانات	bayānāt
بيانو	biyānū
بيبسي	pepsī
بيت	bayt
بيتزا	bītzā
بيتنا	bayyatnā
بيتي	bītī
بيج	bīj
بيد	bayda
بيدق	baydaq
بير	bīra
بيرة	bīra
بيرو	bērū
بيروت	bayrūt
بيس	bīsa
بيض	bayḍ
بيضاء	bayḍāʼ
بيضة	bayḍa
بيع	bayʻ
بيك	bēg
بين	bayna
بينما	baynamā
بيني	bīnī
بينيت	baynīt
بيه	bēh
بيوت	buyūt
بيولوجي	biyolojiyy
ة	-a
ت	tāʼ
تآمر	taʼāmara
تأبى	taʼabbā
تأبين	taʼbīn
تأت	taʼattin
تأتى	taʼattā
تأتي	taʼtī
تأثر	taʼaṯṯara
تأثرت	taʼaṯṯartu
تأثير	taʼṯīr
تأثيرات	taʼṯīrāt
تأجير	taʼjīr
تأخذ	taʼḵuḏu
تأخر	taʼaḵḵara
تأخرت	taʼaḵḵartu
تأخرنا	taʼaḵḵarnā
تأخير	taʼḵīr
تأدية	taʼdiya
تأذنين	taʼḏanīna
تأذى	taʼaḏḏā
تأرجح	taʼarjaḥa
تأريخ	taʼrīḵ
تأسف	taʼassafa
تأسيس	taʼsīs
تأشيرة	taʼšīra
تأقلم	taʼaqlama
تأكد	taʼakkada
تأكل	taʼakkala
تأكلن	taʼkulna
تأكلون	taʼkulūna
تأكلي	taʼkulī
تأكيد	taʼkīd
تأكيدا	taʼkīdan
تألف	taʼallafa
تألم	taʼallama
تأليف	taʼlīf
تأمر	taʼammara
تأمل	taʼammala
تأملت	taʼammaltu
تأمن	taʼmunu
تأمين	taʼmīn
تأنيب	taʼnīb
تأهب	taʼahhaba
تأوي	taʼwī
تأيم	taʼayyama
تأييد	taʼyīd
تؤثر	tuʼaṯṯiru
تؤدي	tuʼaddī
تؤكد	tuʼakkidu
تؤمن	tuʼamminu
تاب	tāba
تابع	tābaʻa
تابعت	tābaʻtu
تابل	tābil
تابوت	tābūt
تاج	tāj
تاجر	tājir
تاجي	tājiyy
تاريخ	tārīḵ
تاريخي	tārīḵiyy
تاريخيا	tārīḵiyyā
تاريخية	tārīḵiyya
تاسع	tāsiʻ
تافه	tāfih
تاق	tāqa
تاك	tāka
تاكسي	tāksī
تالي	tālī
تام	tāmm
تامة	tāmma
تان	tāni
تانك	tānika
تاه	tāha
تايلاند	tāyland
تايلاندي	taylandiyy
تايلند	tāyland
تايلور	taylur
تايوان	tāywān
تب	tabba
تبادل	tabādala
تبادلنا	tabādalnā
تباع	tubbāʻ
تبال	tubāli
تبالغ	tubāliḡu
تبالي	tubālī
تباهى	tabāhā
تبت	tubbat
تبحث	tabḥaṯu
تبحر	tabaḥḥara
تبدأ	tabdaʼu
تبدل	tabaddala
تبدو	tabdū
تبدوا	tabduwā
تبديل	tabdīl
تبدين	tabdīna
تبرئة	tabriʼa
تبرز	tabarraza
تبرع	tabarraʻa
تبريد	tabrīd
تبرير	tabrīr
تبع	tabiʻa
تبعد	tabʻudu
تبغ	tibḡ
تبق	tabqa
تبقى	tabaqqā
تبقي	tabqay
تبكي	tabkī
تبلغ	tabluḡu
تبليغ	tablīḡ
تبن	tabannin
تبنوا	tabnū
تبنى	tabannā
تبني	tabnī
تبوا	tabbū
تبول	tabawwala
تبولت	tabawwaltu
تبون	tabbūn
تبي	tibbī
تبيض	tabyaḍḍu
تبيع	tabīʻu
تبين	tabayyana
تبييض	tabyīḍ
تبيين	tabyīn
تتأثر	tataʼaṯṯaru
تتأخر	tataʼaḵḵaru
تتابع	tatābaʻa
تتبع	tatabbaʻa
تتجاهل	tatajāhalu
تتجول	tatajawwalu
تتحدث	tataḥaddaṯu
تتحسن	tataḥassanu
تتحكم	tataḥakkamu
تتحمل	tataḥammalu
تتخيلين	tataḵayyalīna
تتدخل	tatadaḵḵalu
تتذكر	tataḏakkaru
تترجم	tutarjimu
تتردد	tataraddadu
تترك	tatarraka
تتزوج	tatazawwaju
تتساقط	tatasāqaṭu
تتصل	tataṣalla
تتطوع	tataṭawwaʻu
تتظاهر	tataẓāharu
تتعامل	tataʻāmalu
تتعرف	tataʻarrafu
تتعرق	tataʻarraqu
تتعلم	tataʻallamu
تتعمد	tataʻammadu
تتغير	tataḡayyaru
تتفتح	tatafattaḥu
تتفقد	tatafaqqadu
تتقبلوا	tataqabbalū
تتقدم	tataqaddamu
تتقن	tutqinu
تتكاثر	tatakāṯaru
تتكلم	tatakallamu
تتكون	tatakawwanu
تتمتع	tatamattaʻu
تتناسب	tatanāsabu
تتنفس	tatanaffasu
تتواصل	tatawāṣalu
تتوقع	tatawaqqaʻu
تتوقف	tatawaqqafu
تتويج	tatwīj
تثبت	taṯabbata
تثبيت	taṯbīt
تثر	taṯur
تثير	tuṯīru
تجادل	tajādala
تجار	tajārra
تجارب	tajārib
تجارة	tijāra
تجاري	tijāriyy
تجاه	tujāha
تجاهل	tajāhala
تجاهلوا	tajāhalū
تجاوب	tajāwaba
تجاوز	tajāwaza
تجب	tajub
تجبر	tajabbara
تجد	tajiddu
تجدد	tajaddada
تجديد	tajdīd
تجديف	tajdīf
تجدين	tajiddīna
تجر	tajara
تجرؤ	tajruʼu
تجرب	tajarraba
تجربة	tajriba
تجري	tajurrī
تجريب	tajrīb
تجريبي	tajrībiyy
تجسس	tajassasa
تجسيد	tajsīd
تجعل	tajʻalu
تجمد	tajammada
تجمع	tajammaʻa
تجمل	tajammala
تجميد	tajmīd
تجميع	tajmīʻ
تجميل	tajmīl
تجنب	tajannaba
تجهد	tajhadu
تجهز	tajahhaza
تجهيز	tajhīz
تجهيزات	tajhīzāt
تجوال	tajwāl
تجوز	tajūzu
تجول	tajawwala
تجولت	tajawwaltu
تجويف	tajwīf
تحارب	taḥāraba
تحافظ	tuḥāfiẓu
تحالف	taḥālafa
تحاليل	taḥālīl
تحاول	taḥāwala
تحب	taḥibbu
تحبين	taḥibbīna
تحت	taḥtu
تحتاج	taḥtāju
تحترم	taḥtarimu
تحتفظ	taḥtafiẓu
تحتم	taḥattama
تحجب	taḥajjaba
تحد	taḥaddin
تحدث	taḥaddaṯa
تحدثت	taḥaddaṯtu
تحدثنا	taḥaddaṯnā
تحدى	taḥaddā
تحديث	taḥdīṯ
تحديد	taḥdīd
تحذير	taḥḏīr
تحرش	taḥarraša
تحرق	taḥruqu
تحرك	taḥarraka
تحرير	taḥrīr
تحريك	taḥrīk
تحزن	taḥzunu
تحس	taḥussu
تحسب	taḥassaba
تحسس	taḥassasa
تحسن	taḥassana
تحسنا	taḥassanā
تحسنت	taḥassantu
تحسين	taḥsīn
تحصل	taḥṣulu
تحصيل	taḥṣīl
تحضر	taḥaḍḍara
تحضروا	taḥḍurū
تحضير	taḥḍīr
تحطم	taḥaṭṭama
تحظى	taḥẓā
تحفة	tuḥfa
تحفر	taḥfiru
تحفظ	taḥaffaẓa
تحفل	taḥaffala
تحفيز	taḥfīz
تحق	taḥiqqu
تحقق	taḥaqqaqa
تحققوا	tuḥaqqiqū
تحقيق	taḥqīq
تحك	taḥukku
تحكم	taḥakkama
تحكيم	taḥkīm
تحل	taḥul
تحلق	taḥliqu
تحلل	taḥallala
تحلية	taḥliya
تحليق	taḥlīq
تحليل	taḥlīl
تحمس	taḥammasa
تحمل	taḥammala
تحمي	taḥmī
تحميل	taḥmīl
تحوز	taḥawwaza
تحول	taḥawwala
تحويل	taḥwīl
تحيا	taḥyā
تحية	taḥiyya
تحين	taḥayyana
تخاطب	taḵāṭaba
تخاف	taḵāfu
تخافوا	taḵāfū
تخالف	taḵālafa
تخبر	taḵabbara
تختم	taḵattama
تخجل	taḵjalu
تخدير	taḵdīr
تخرج	taḵarraja
تخرق	taḵriqu
تخريب	taḵrīb
تخزين	taḵzīn
تخصص	taḵaṣṣaṣa
تخصيص	taḵṣīṣ
تخطر	taḵaṭṭara
تخطط	taḵṭuṭ
تخطى	taḵaṭṭā
تخطيط	taḵṭīṭ
تخف	taḵaf
تخفى	taḵaffā
تخفي	tuḵfī
تخفيض	taḵfīḍ
تخفيف	taḵfīf
تخلد	taḵludu
تخلص	taḵallaṣa
تخلف	taḵallafa
تخلى	taḵallā
تخلي	taḵlī
تخم	taḵima
تخمين	taḵmīn
تخميني	taḵmīniyy
تخويف	taḵwīf
تخيل	taḵayyala
تخيلت	taḵayyaltu
تدابير	tadābīr
تداخل	tadāḵala
تدار	tadārin
تداعى	tadāʻā
تدافع	tadāfaʻa
تداول	tadāwala
تدب	tadibbu
تدبر	tadabbara
تدبير	tadbīr
تدحرج	tadaḥraja
تدخل	tadaḵḵala
تدخلت	tadaḵḵaltu
تدخين	tadḵīn
تدرب	tadarrub
تدرس	tadrusu
تدرسي	tadrusī
تدري	tadirrī
تدريب	tadrīb
تدريبات	tadrībāt
تدريجي	tadrījiyy
تدريس	tadrīs
تدع	tadʻu
تدعم	tadʻamu
تدعى	tudʻā
تدعي	tadʻī
تدفئة	tadfiʼa
تدفع	tadfaʻu
تدفق	tadaffaqa
تدفن	tadfinu
تدقيق	tadqīq
تدل	tadullu
تدلى	tadallā
تدليك	tadlīk
تدم	tadum
تدمر	tadmur
تدمير	tadmīr
تدنيس	tadnīs
تدهور	tadahwara
تدور	tadawwara
تدوير	tadwīr
تدوين	tadwīn
تدير	tadayyara
تدين	tadayyana
تذاكر	taḏākara
تذكار	taḏkār
تذكر	taḏakkara
تذكرة	taḏkira
تذكرت	taḏakkartu
تذكرين	taḏkurīna
تذكير	taḏkīr
تذمر	taḏammara
تذهب	taḏhabu
تذوق	taḏawwaqa
تذوقت	taḏawwaqtu
تر	turr
ترأف	taraʼʼafa
تراب	turāb
ترابط	tarābaṭa
تراث	turāṯ
تراجع	tarājaʻa
تراجيديا	trājīdyā
تراك	tarāki
تراكم	tarākama
ترامب	tramb
تراه	turāhu
تراوح	tarāwaḥa
تراي	trāy
تربة	turba
تربح	tarbaḥu
تربط	tarbuṭu
تربى	tarabbā
تربية	tarbiya
ترتاح	tartāḥu
ترتب	tarattaba
ترتدي	tartaddī
ترتدين	tartaddīna
ترتيب	tartīb
ترتيبات	tartībāt
ترجع	tarjiʻu
ترجل	tarajjala
ترجم	tarjama
ترجمات	tarjamāt
ترجمة	tarjama
ترجمت	tarjamtu
ترجى	turjā
ترحيب	tarḥīb
ترحيل	tarḥīl
ترخيص	tarḵīṣ
ترد	taraddin
تردد	taraddada
تردن	taridna
ترزقين	tarzuqīna
ترس	turs
ترسانة	tirsāna
ترسل	tursilu
ترسلن	tursilna
ترشح	taraššaḥa
ترشيح	taršīḥ
ترصد	taraṣṣada
ترضى	taraḍḍā
ترعرع	taraʻraʻa
ترغب	tarḡabu
ترفض	taraffaḍa
ترفع	taraffaʻa
ترفيه	tarfīh
ترقد	tarqudu
ترقية	tarqiya
ترك	taraka
تركت	taraktu
تركز	turakkizu
تركض	tarkuḍu
تركنا	taraknā
تركوا	tarakū
تركي	turkiyy
تركيا	turkiyā
تركيب	tarkīb
تركية	turkiyya
تركيز	tarkīz
ترم	tarmi
ترمي	tarmī
ترميم	tarmīm
ترن	tarinna
ترهات	turrahāt
ترهة	turraha
تروا	taraw
تروق	tarawwaqa
تروي	tarwī
ترويج	tarwīj
ترى	turā
تري	taray
ترياق	tiryāq
تريث	tarayyaṯa
تريد	turīdu
تريدون	turīdūna
تريدين	turīdīna
تريني	tarīnī
تزار	tuzāru
تزال	tazālu
تزحلق	tazaḥluq
تزداد	tazdādu
تزرع	tazraʻu
تزعم	tazaʻʻama
تزلج	tazallaja
تزوج	tazawwaja
تزوجت	tazawwajtu
تزوجنا	tazawwajnā
تزويد	tazwīd
تزوير	tazwīr
تزيين	tazyīn
تسأل	tasʼalu
تساءل	tasāʼala
تساءلت	tasāʼaltu
تساؤل	tasāʼul
تساؤلات	tasāʼulāt
تسابق	tasābaqa
تساعد	tusāʻidu
تسافر	tusāfiru
تساقط	tasāqaṭa
تسامح	tasāmaḥa
تساهم	tasāhama
تساوى	tasāwā
تساوي	tasāwī
تسبب	tasabbaba
تسبح	tasbaḥu
تستحق	tastaḥiqqu
تستخدم	tastaḵdimu
تستر	tasattara
تستطيع	tastaṭīʻu
تستعمل	tastaʻmilu
تستفيد	tastafīdu
تستمر	tastamirru
تستمري	tastamirrī
تستمع	tastamiʻu
تستوفي	tastawfī
تستيقظ	tastayqiẓu
تسجيل	tasjīl
تسخر	tusaḵḵiru
تسخير	tasḵīr
تسخين	tasḵīn
تسدي	tasuddī
تسر	tasarrin
تسرب	tasarraba
تسريب	tasrīb
تسريح	tasrīḥ
تسريع	tasrīʻ
تسع	tisʻ
تسعة	tisʻa
تسعل	tasʻulu
تسعون	tisʻūn
تسعى	tasʻā
تسقط	tasquṭu
تسكع	tasakkaʻa
تسكن	tasakkana
تسلب	tasallaba
تسلق	tasallaqa
تسلقت	tasallaqtu
تسلل	tasallala
تسلم	tasallama
تسلية	tasliya
تسليح	taslīḥ
تسليط	taslīṭ
تسليم	taslīm
تسمح	tasmaḥu
تسمحين	tasmaḥīna
تسمع	tasammaʻa
تسمم	tasammama
تسمى	tasammā
تسمي	tasammī
تسمية	tasmiya
تسميم	tasmīm
تسمين	tasmīn
تسنى	tasannā
تسهيل	tashīl
تسوق	tasawwaqa
تسول	tasawwala
تسونامي	tsūnāmī
تسوية	taswiya
تسويق	taswīq
تسير	tasīru
تشاء	tašāʼu
تشابه	tašābaha
تشاجر	tašājara
تشاجرت	tašājartu
تشاد	tašādda
تشارك	tašāraka
تشاهد	tušāhidu
تشبث	tašabbaṯa
تشبع	tašabbaʻa
تشبيه	tašbīh
تشتري	taštarī
تشتغل	taštaḡilu
تشتيت	taštīt
تشجع	tašajjaʻa
تشجيع	tašjīʻ
تشخيص	tašḵīṣ
تشخيصي	tašḵīṣiyy
تشرب	tašrabu
تشربي	tašrabī
تشرف	tašarrafa
تشرفت	tašarraftu
تشرفنا	tašarrafnā
تشريح	tašrīḥ
تشرين	tišrīn
تشع	tašiʻ
تشعر	tašʻuru
تشغل	tašḡalu
تشغيل	tašḡīl
تشكر	tašakkara
تشكيك	taškīk
تشكيل	taškīl
تشكيلة	taškīla
تشنج	tašannuj
تشهد	tašahhada
تشوش	tašawwaša
تشوق	tašawwaqa
تشوه	tašawwaha
تشويش	tašwīš
تشويق	tašwīq
تشويه	tašwīh
تشير	tušīru
تشيلي	tšīlī
تصاب	taṣābba
تصادف	taṣādafa
تصادم	taṣādama
تصارع	taṣāraʻa
تصاريح	taṣārīḥ
تصاعد	taṣāʻada
تصب	taṣubbu
تصبح	taṣabbaḥa
تصحيح	taṣḥīḥ
تصدر	taṣaddara
تصدرت	taṣaddartu
تصدق	taṣaddaqa
تصدقي	taṣduqī
تصديق	taṣdīq
تصرخ	taṣruḵu
تصرف	taṣarrafa
تصريح	taṣrīḥ
تصريحات	taṣrīḥāt
تصريف	taṣrīf
تصعب	tuṣaʻʻibu
تصعد	taṣaʻʻada
تصعيد	taṣʻīd
تصغي	taṣḡī
تصف	taṣfu
تصفح	taṣaffaḥa
تصفية	taṣfiya
تصفير	taṣfīr
تصفيق	taṣfīq
تصل	taṣallin
تصلب	taṣallaba
تصلح	taṣluḥu
تصليح	taṣlīḥ
تصمد	taṣmudu
تصميم	taṣmīm
تصنع	taṣannaʻa
تصنف	tuṣannifu
تصنيع	taṣnīʻ
تصنيف	taṣnīf
تصور	taṣawwara
تصوري	taṣawwuriyy
تصويب	taṣwīb
تصويت	taṣwīt
تصوير	taṣwīr
تصير	taṣīru
تضاجع	tuḍājiʻu
تضارب	taḍāraba
تضاعف	taḍāʻafa
تضايق	taḍāyaqa
تضحك	taḍḥaku
تضخم	taḍaḵḵama
تضر	taḍurru
تضرب	taḍribu
تضرر	taḍarrara
تضع	taḍaʻu
تضف	tuḍif
تضليل	taḍlīl
تضمن	taḍammana
تضيع	tuḍayyiʻu
تضيف	tuḍīfu
تضيق	taḍayyaqa
تضييع	taḍyīʻ
تضييق	taḍyīq
تطارد	taṭārada
تطاير	taṭāyara
تطبخ	taṭbuḵu
تطبيق	taṭbīq
تطرح	taṭarraḥa
تطرق	taṭarraqa
تطعم	tuṭʻimu
تطفئ	tuṭfiʼu
تطفل	taṭaffala
تطفو	taṭfū
تطل	taṭul
تطلب	taṭallaba
تطلع	taṭallaʻa
تطهير	taṭhīr
تطور	taṭawwara
تطوع	taṭawwaʻa
تطول	taṭawwala
تطير	taṭayyara
تطيع	tuṭīʻu
تظاهر	taẓāhara
تظاهرت	taẓāhartu
تظن	taẓunnu
تظنن	taẓnunna
تعادل	taʻādala
تعارض	taʻāraḍa
تعارك	taʻāraka
تعاطف	taʻāṭafa
تعاطى	taʻāṭā
تعافى	taʻāfā
تعاقب	taʻāqaba
تعاقد	taʻāqada
تعال	taʻālla
تعالج	taʻālaja
تعالى	taʻālā
تعالي	taʻālī
تعامل	taʻāmala
تعانق	taʻānaqa
تعاون	taʻāwana
تعايش	taʻāyaša
تعب	taʻiba
تعبئة	taʻbiʼa
تعبت	taʻibtu
تعبد	taʻabbada
تعبر	taʻburu
تعبير	taʻbīr
تعتقد	taʻtaqidu
تعثر	taʻaṯṯara
تعجب	taʻajjaba
تعد	taʻidu
تعداد	taʻdād
تعدد	taʻaddada
تعدى	taʻaddā
تعديل	taʻdīl
تعديلات	taʻdīlāt
تعدين	taʻdīn
تعذب	taʻaḏḏaba
تعذيب	taʻḏīb
تعرض	taʻarraḍa
تعرف	taʻarrafa
تعرفة	taʻrifa
تعرفت	taʻarraftu
تعرفون	taʻrifūna
تعرفين	taʻrifīna
تعرق	taʻarraqa
تعرقت	taʻarraqtu
تعرى	taʻarrā
تعريض	taʻrīḍ
تعريف	taʻrīf
تعزل	taʻazzala
تعزية	taʻziya
تعسفي	taʻassufiyy
تعشق	taʻaššaqa
تعشى	taʻaššā
تعطل	taʻaṭṭala
تعطى	taʻaṭṭā
تعطي	tuʻṭī
تعطيل	taʻṭīl
تعفن	taʻaffana
تعقب	taʻaqqaba
تعقد	taʻaqqada
تعقيد	taʻqīd
تعكس	taʻkisu
تعلق	taʻallaqa
تعلم	taʻallama
تعلمت	taʻallamtu
تعلمنا	taʻallamnā
تعلن	tuʻlinu
تعليق	taʻlīq
تعليم	taʻlīm
تعليمات	taʻlīmāt
تعليمي	taʻlīmiyy
تعمد	taʻammada
تعمدت	taʻammadtu
تعمل	taʻammala
تعميد	taʻmīd
تعميم	taʻmīm
تعني	taʻinnī
تعهد	taʻahhada
تعود	taʻūdu
تعوض	taʻawwaḍa
تعويذ	taʻwīḏ
تعويذة	taʻwīḏa
تعويض	taʻwīḍ
تعيد	tuʻayyidu
تعيس	taʻīs
تعيش	taʻīšu
تعيشين	taʻīšīna
تعين	tuʻayyinu
تعيين	taʻyīn
تغذية	taḡḏiya
تغرب	taḡrubu
تغسل	taḡsilu
تغضب	taḡḍabu
تغطى	taḡaṭṭā
تغطي	tuḡaṭṭī
تغطية	taḡṭiya
تغلب	taḡallaba
تغلق	taḡliqu
تغليف	taḡlīf
تغنى	taḡannā
تغني	tuḡannī
تغوط	taḡawwaṭa
تغيب	taḡayyaba
تغير	taḡayyara
تغيرت	taḡayyartu
تغيير	taḡyīr
تفاؤل	tafāʼul
تفاح	tuffāḥ
تفاحات	tuffāḥāt
تفاحة	tuffāḥa
تفاخر	tafāḵara
تفادى	tafādā
تفاصيل	tafāṣīl
تفاعل	tafāʻala
تفاقم	tafāqama
تفاهة	tafāha
تفاهم	tafāhama
تفاوض	tafāwaḍa
تفتح	tafattaḥa
تفتيش	taftīš
تفجر	tafajjara
تفجير	tafjīr
تفحص	tafaḥḥaṣa
تفرغ	tafarraḡa
تفرق	tafarraqa
تفرقة	tafriqa
تفريغ	tafrīḡ
تفريق	tafrīq
تفسير	tafsīr
تفصح	tafaṣṣaḥa
تفصيل	tafṣīl
تفضل	tafaḍḍala
تفضلي	tufaḍḍilī
تفعل	tafʻalu
تفعلي	tafʻalī
تفعلين	tafʻalīna
تفعيل	tafʻīl
تفقد	tafaqqada
تفقدت	tafaqqadtu
تفكر	tafakkara
تفكير	tafkīr
تفكيك	tafkīk
تفلت	tafallata
تفلح	tufliḥu
تفهم	tafahhama
تفوق	tafawwaqa
تفويض	tafwīḍ
تفي	tafī
تقابل	taqābala
تقابلنا	taqābalnā
تقابلوا	taqābalū
تقاتل	taqātala
تقارب	taqāraba
تقارن	taqārana
تقارير	taqārīr
تقاسم	taqāsama
تقاضى	taqāḍā
تقاطع	taqāṭaʻa
تقاعد	taqāʻada
تقاليد	taqālīd
تقام	tuqāmu
تقامر	taqāmara
تقاوم	tuqāwimu
تقبض	taqabbaḍa
تقبل	taqabbala
تقبيل	taqbīl
تقتل	taqattala
تقدر	taqaddara
تقدم	taqaddama
تقدمنا	taqaddamnā
تقدمي	taqaddumiyy
تقدير	taqdīr
تقديري	taqdīriyy
تقديم	taqdīm
تقرأ	taqarraʼa
تقرر	taqarrara
تقريب	taqrīb
تقريبا	taqrīban
تقرير	taqrīr
تقريري	taqrīriyy
تقسم	taqsimu
تقسيم	taqsīm
تقصد	taqṣidu
تقضى	taqaḍḍā
تقط	taquṭṭu
تقطع	taqṭaʻu
تقطن	taqṭunu
تقطيع	taqṭīʻ
تقع	taqaʻu
تقف	taqifu
تقفل	taqfilu
تقل	taqul
تقلب	taqallaba
تقلد	tuqallidu
تقلق	taqlaqu
تقلن	taqulna
تقلي	taqlī
تقليد	taqlīd
تقليدي	taqlīdiyy
تقليل	taqlīl
تقم	taqum
تقني	tiqniyy
تقنية	tiqniya
تقود	taqūdu
تقول	taqawwala
تقولوا	taqawwalū
تقولي	taqūlī
تقولين	taqūlīna
تقوم	taqūmu
تقومون	taqūmūna
تقومين	taqūmīna
تقوى	taqwā
تقوية	taqwiya
تقويم	taqwīm
تقي	taqiyy
تقيأ	taqayyaʼa
تقيأت	taqayyaʼtu
تقيؤوا	taqayyaʼū
تقيم	tuqīmu
تقييم	taqyīm
تك	takka
تكاثر	takāṯara
تكاليف	takālīf
تكبر	takabbara
تكبير	takbīr
تكتب	taktubu
تكثر	takṯuru
تكذب	takaḏḏaba
تكذبين	takḏibīna
تكرار	takrār
تكرر	takarrara
تكره	takarraha
تكريم	takrīm
تكساس	tiksās
تكسب	takassaba
تكسر	takassara
تكسير	taksīr
تكشف	takaššafa
تكف	takfi
تكفل	takaffala
تكفير	takfīr
تكلف	takallafa
تكلفة	taklifa
تكلم	takallama
تكلمت	takallamtu
تكليف	taklīf
تكن	takunna
تكنولوجيا	teknolōjyā
تكهن	takahhana
تكون	takawwana
تكونوا	takawwanū
تكوين	takwīn
تكيف	takayyafa
تكييف	takyīf
تل	tall
تلا	talā
تلاحظ	tulāḥiẓu
تلاشى	talāšā
تلاعب	talāʻaba
تلال	tilāl
تلامس	talāmasa
تلاميذ	talāmīḏ
تلبية	talbiya
تلة	talla
تلحق	tulḥiqu
تلزم	tulzimu
تلعب	talaʻʻaba
تلف	talifa
تلفاز	tilfāz
تلفت	talaffata
تلفزيون	tilifizyūn
تلفظ	talaffaẓa
تلفون	tilifūn
تلفيق	talfīq
تلقاء	tilqāʼa
تلقى	talaqqā
تلقي	talqay
تلقيح	talqīḥ
تلقين	talqīn
تلك	tilka
تلم	talam
تلمس	talmusu
تلميح	talmīḥ
تلميذ	tilmīḏ
تلميذة	tilmīḏa
تلميع	talmīʻ
تلو	tuluww
تلوث	talawwaṯa
تلوى	talawwā
تلويح	talwīḥ
تلوين	talwīn
تليفزيون	tilīfizyūn
تليق	talīqu
تم	tamma
تماثيل	tamāṯīl
تمادى	tamādā
تمار	tammār
تمارس	tumārisu
تمارين	tamārīn
تماسك	tamāsaka
تماسيح	tamāsīḥ
تماشى	tamāšā
تمالك	tamālaka
تمام	tamām
تماما	tamāman
تمت	tammat
تمتع	tamattaʻa
تمتعنا	tamattaʻnā
تمثال	timṯāl
تمثل	tamaṯṯala
تمثيل	tamṯīl
تمثيلي	tamṯīliyy
تمحور	tamaḥwara
تمدد	tamaddada
تمديد	tamdīd
تمر	tamr
تمرد	tamarrada
تمرر	tamrur
تمرن	tamrunu
تمرير	tamrīr
تمريرة	tamrīra
تمريض	tamrīḍ
تمرين	tamrīn
تمزح	tamzaḥu
تمزق	tamazzaqa
تمزيق	tamzīq
تمساح	timsāḥ
تمسك	tamassaka
تمشى	tamaššā
تمشي	tamšī
تمضي	tamḍī
تمطر	tamṭuru
تمعن	tamaʻʻana
تمكن	tamakkana
تملأ	tamallaʼa
تملك	tamliku
تملكن	tamlikna
تملكون	tamlikūna
تملكين	tamlikīna
تمنت	tamannat
تمنع	tamannaʻa
