word	reading
مرج	maraja
مرجان	marjān
مرجح	murajjaḥ
مرجع	marjiʻ
مرح	mariḥa
مرحاض	mirḥāḍ
مرحبا	marḥaban
مرحلة	marḥala
مررت	marartu
مررنا	mararnā
مرساة	mirsāh
مرسل	mursil
مرسم	marsam
مرسوم	marsūm
مرسى	marsan
مرشح	muraššaḥ
مرشحين	muraššaḥīn
مرشد	muršid
مرض	mariḍa
مرضى	marḍā
مرضي	marḍiyy
مرعب	murʻib
مرعى	marʻan
مرغوب	marḡūb
مرفأ	marfaʼ
مرفق	mirfaq
مرفوع	marfūʻ
مرق	maraq
مركب	markab
مركبات	markabāt
مركبة	markaba
مركز	markaz
مركزي	markaziyy
مركزية	markaziyya
مرموق	marmūq
مرمى	marman
مرن	marana
مرنا	maranā
مرنة	marina
مرهق	murhiq
مرهم	marham
مروا	marrū
مروان	marwān
مروج	murawwij
مروحة	mirwaḥa
مروحية	mirwaḥiyya
مرور	murūr
مروع	murawwiʻ
مرونة	murūna
مريب	murīb
مريح	murīḥ
مريحة	murīḥa
مريض	marīḍ
مريضة	marīḍa
مريع	murīʻ
مريم	maryam
مزاج	mizāj
مزاح	mazzāḥ
مزاد	mazād
مزارع	muzāriʻ
مزايدة	muzāyada
مزج	mazaja
مزح	mazaḥa
مزدحم	muzdaḥim
مزدحمة	muzdaḥima
مزدهرة	muzdahira
مزدوج	muzdawij
مزدوجة	muzdawija
مزرع	mazraʻ
مزرعة	mazraʻa
مزعج	muzʻij
مزعجة	muzʻija
مزعوم	mazʻūm
مزق	mazaqa
مزمار	mizmār
مزمن	muzmin
مزود	muzawwid
مزور	muzawwir
مزورة	muzawwara
مزية	maziyya
مزيج	mazīj
مزيد	mazīd
مزيل	muzīl
مس	massa
مسألة	masʼala
مسؤول	masʼūl
مسؤولة	masʼūla
مسؤولية	masʼūliyya
مسئول	masʼūl
مساء	masāʼ
مسائل	musāʼil
مسابقة	musābaqa
مساجد	masājid
مساحة	massāḥa
مسار	masār
مسارات	masārāt
مساعد	musāʻid
مساعدات	musāʻadāt
مساعدة	musāʻada
مسافات	masāfāt
مسافة	masāfa
مسافر	musāfir
مسافرة	musāfara
مساكن	musākin
مسالم	musālim
مسامحة	musāmaḥa
مسامير	masāmīr
مساندة	musānada
مساهمة	musāhama
مساواة	musāwāh
مساومة	musāwama
مسبب	musabbib
مسبح	masbaḥ
مست	massat
مستأجر	mustaʼjir
مستاء	mustāʼ
مستثمر	mustaṯmir
مستحسن	mustaḥsan
مستحضر	mustaḥḍar
مستحيل	mustaḥīl
مستحيلة	mustaḥīla
مستخدم	mustaḵdim
مستدير	mustadīr
مستديرة	mustadīra
مستشار	mustašār
مستشفى	mustašfan
مستشفيات	mustašfayāt
مستعار	mustaʻār
مستعجل	mustaʻjil
مستعجلة	mustaʻjila
مستعد	mustaʻidd
مستعدة	mustaʻidda
مستعدون	mustaʻiddūn
مستعمر	mustaʻmir
مستعمرة	mustaʻmara
مستعمل	mustaʻmal
مستفيد	mustafīd
مستقبل	mustaqbal
مستقبلي	mustaqbaliyy
مستقر	mustaqirr
مستقرة	mustaqirra
مستقطع	mustaqṭaʻ
مستقل	mustaqill
مستقلة	mustaqilla
مستقيم	mustaqīm
مستقيمة	mustaqīma
مستمر	mustamirr
مستمرة	mustamirra
مستند	mustanad
مستنقع	mustanqaʻ
مستنقعات	mustanqaʻāt
مستودع	mustawdaʻ
مستوصف	mustawṣaf
مستوى	mustawan
مسجد	masjid
مسجل	musajjil
مسجون	masjūn
مسح	masaḥa
مسحة	masḥa
مسحور	masḥūr
مسحوق	masḥūq
مسخ	masaḵa
مسخن	musaḵḵan
مسدس	musaddas
مسدود	masdūd
مسرح	masraḥ
مسرحي	masraḥiyy
مسرع	musriʻ
مسرعة	musriʻa
مسرور	masrūr
مسروق	masrūq
مسطح	musaṭṭaḥ
مسعف	musʻif
مسعور	masʻūr
مسعى	masʻan
مسقط	masqaṭ
مسك	masaka
مسكن	maskan
مسكنا	masaknā
مسكنات	musakkināt
مسكون	maskūn
مسكونة	maskūna
مسكين	miskīn
مسكينة	miskīna
مسلح	musallaḥ
مسلسل	musalsil
مسلسلات	musalsalāt
مسلم	muslim
مسلمة	muslima
مسلمون	muslimūn
مسلي	musallī
مسلية	musalliya
مسمار	mismār
مسموح	masmūḥ
مسموع	masmūʻ
مسن	musinn
مسنة	musinna
مسيح	masīḥ
مسيحي	masīḥiyy
مسيحية	masīḥiyya
مسير	masīr
مسيرة	masīra
مش	mašša
مشابه	mašābih
مشاة	mušāh
مشاجرة	mušājara
مشارك	mušārik
مشاركة	mušāraka
مشاريع	mašārīʻ
مشاعر	mašāʻir
مشاكس	mušākis
مشاكل	mašākil
مشاهد	mušāhid
مشاهدة	mušāhada
مشبك	mišbak
مشبوه	mašbūh
مشت	mašat
مشتاق	muštāq
مشتر	muštarin
مشترك	muštarik
مشتري	muštarī
مشجع	mušajjiʻ
مشحون	mašḥūn
مشدود	mašdūd
مشرب	mašrab
مشرح	mušarriḥ
مشرحة	mašraḥa
مشرط	mišraṭ
مشرف	mušrif
مشرق	mašriq
مشروب	mašrūb
مشروبات	mašrūbāt
مشروط	mašrūṭ
مشروع	mašrūʻ
مشروعة	mašrūʻa
مشط	mašaṭa
مشع	mušiʻʻ
مشعة	mušiʻʻa
مشعل	mašʻal
مشعوذ	mušaʻwiḏ
مشغل	mašḡal
مشغول	mašḡūl
مشغولة	mašḡūla
مشفى	mašfan
مشقة	mašaqqa
مشكل	muškil
مشكلات	muškilāt
مشكلة	muškila
مشكوك	maškūk
مشلول	mašlūl
مشمس	mušmis
مشمسة	mušmisa
مشنقة	mišnaqa
مشهد	mašhad
مشهور	mašhūr
مشهورة	mašhūra
مشورة	mašūra
مشوش	mušawwaš
مشوق	mušawwiq
مشوه	mušawwih
مشوي	mašwiyy
مشى	mašā
مشي	mašy
مشيئة	mašīʼa
مشية	mišya
مشيت	mašaytu
مشيمة	mašīma
مشين	mušīn
مشينا	mašaynā
مص	maṣṣa
مصائب	maṣāʼib
مصاب	muṣāb
مصابيح	maṣābīḥ
مصادر	maṣādir
مصادرة	muṣādara
مصارع	muṣāriʻ
مصارعة	muṣāraʻa
مصاص	muṣāṣ
مصافحة	muṣāfaḥa
مصالح	maṣāliḥ
مصانع	maṣāniʻ
مصباح	miṣbāḥ
مصحة	maṣaḥḥa
مصداقية	miṣdāqiyya
مصدر	maṣdar
مصدق	muṣaddaq
مصدوم	maṣdūm
مصر	miṣr
مصرة	muṣirra
مصرع	maṣraʻ
مصرف	maṣrif
مصروف	maṣrūf
مصري	miṣriyy
مصريون	miṣriyyūn
مصطفى	muṣṭafan
مصطلح	muṣṭalaḥ
مصعد	miṣʻad
مصفاة	miṣfāh
مصفف	muṣaffaf
مصفوفة	maṣfūfa
مصل	maṣl
مصلحة	maṣlaḥa
مصمم	muṣammim
مصنع	maṣnaʻ
مصنوع	maṣnūʻ
مصور	muṣawwir
مصورة	muṣawwira
مصيب	muṣīb
مصيبة	muṣība
مصيدة	maṣyada
مصير	maṣīr
مضاجعة	muḍājaʻa
مضاد	muḍādd
مضادة	muḍādda
مضاعف	muḍāʻaf
مضاعفة	muḍāʻafa
مضايقة	muḍāyaqa
مضبوط	maḍbūṭ
مضبوطة	maḍbūṭa
مضت	maḍat
مضجع	maḍjaʻ
مضحك	muḍḥik
مضحكة	maḍḥaka
مضخة	miḍaḵḵa
مضرب	miḍrab
مضروب	maḍrūb
مضطرب	muḍṭarib
مضغ	maḍaḡa
مضغوط	maḍḡūṭ
مضمار	miḍmār
مضمون	maḍmūn
مضى	maḍā
مضي	muḍiyy
مضيء	muḍīʼ
مضيئة	muḍīʼa
مضيف	muḍīf
مضيفة	muḍīfa
مطابق	muṭābiq
مطابقة	muṭābaqa
مطار	maṭār
مطارات	maṭārāt
مطارد	muṭārad
مطاردة	muṭārada
مطاط	maṭṭāṭ
مطاعم	maṭāʻim
مطاف	maṭāf
مطالعة	muṭālaʻa
مطبخ	maṭbaḵ
مطبوعة	maṭbūʻatun
مطر	maṭara
مطرقة	miṭraqa
مطرود	maṭrūd
مطعم	maṭʻam
مطفأة	miṭfaʼa
مطلب	maṭlab
مطلع	maṭlaʻ
مطلق	muṭallaq
مطلقا	muṭlaqan
مطلوب	maṭlūb
مطمئن	muṭmaʼinn
مطهر	maṭhar
مطيع	muṭīʻ
مظاهر	maẓāhir
مظاهرة	muẓāhara
مظلة	maẓalla
مظلم	muẓlim
مظلمة	maẓlima
مظهر	maẓhar
مع	maʻa
معا	maʻan
معاء	miʻāʼ
معاد	maʻād
معادلة	muʻādala
معادن	maʻādin
معارض	maʻāriḍ
معارضة	muʻāraḍa
معارف	maʻārif
معارك	maʻārik
معاش	maʻāš
معاشرة	muʻāšara
معاصر	muʻāṣir
معاصرة	muʻāṣara
معاطف	maʻāṭif
معافى	muʻāfan
معاقب	muʻāqib
معاقبة	muʻāqaba
معاكس	muʻākis
معالجة	muʻālaja
معالم	maʻālim
معامل	muʻāmil
معاملة	muʻāmala
معانقة	muʻānaqa
معاهدة	muʻāhada
معاينة	muʻāyana
معايير	maʻāyīr
معبد	maʻbad
معبر	maʻbar
معتاد	muʻtād
معتدل	muʻtadil
معتقل	muʻtaqal
معتمد	muʻtamid
معتوه	maʻtūh
معجب	muʻjab
معجزات	muʻjizāt
معجزة	muʻjiza
معجون	maʻjūn
معد	muʻdin
معدات	muʻaddāt
معدة	maʻida
معدل	muʻaddal
معدلة	maʻdila
معدن	maʻdin
معدني	maʻdiniyy
معدود	maʻdūd
معدومة	maʻdūma
معدية	muʻaddiya
معذرة	maʻḏira
معراج	miʻrāj
معرض	maʻriḍ
معرضون	muʻarraḍūn
معرفة	maʻrifa
معركة	maʻraka
معروض	maʻrūḍ
معروف	maʻrūf
معزول	maʻzūl
معسكر	muʻaskar
معسكرات	muʻaskarāt
معصم	miʻṣam
معضلة	muʻḍila
معطف	miʻṭaf
معطل	muʻaṭṭal
معطلة	muʻaṭṭala
معطيات	muʻṭayāt
معظم	muʻaẓẓam
معقد	muʻaqqad
معقدة	muʻaqqada
معقول	maʻqūl
معقولة	maʻqūla
معكرونة	maʻkarūna
معلق	muʻallaq
معلقة	muʻallaqa
معلم	muʻallam
معلمة	muʻallama
معلمون	muʻallimūn
معلوم	maʻlūm
معلومات	maʻlūmāt
معلومة	maʻlūma
معماري	miʻmāriyy
معمل	maʻmal
معنوي	maʻnawiyy
معنويات	maʻnawiyyāt
معنى	maʻnan
معهد	maʻhad
معى	miʻan
معي	maʻy
معيار	miʻyār
معيشة	maʻīša
معين	maʻīn
مغادر	muḡādir
مغادرة	muḡādara
مغامر	muḡāmir
مغامرة	muḡāmara
مغاير	muḡāyir
مغرب	maḡrib
مغرور	maḡrūr
مغزى	maḡzan
مغسلة	maḡsala
مغص	maḡṣ
مغطى	muḡaṭṭan
مغفرة	maḡfira
مغفل	muḡaffal
مغلف	muḡallaf
مغلق	miḡlaq
مغمور	maḡmūr
مغناطيس	miḡnāṭīs
مغناطيسي	miḡnāṭīsiyy
مغناطيسية	miḡnāṭīsiyya
مغنية	maḡniyya
مغيب	muḡayyab
مفاتيح	mafātīḥ
مفاجآت	mufājaʼāt
مفاجأة	mufājaʼa
مفارقة	mufāraqa
مفاعل	mufāʻil
مفاوضة	mufāwaḍa
مفتاح	miftāḥ
مفترق	muftaraq
مفتش	mufattiš
مفتوح	maftūḥ
مفتوحة	maftūḥa
مفتول	maftūl
مفتون	maftūn
مفر	mafarr
مفرد	mufrad
مفرط	mufriṭ
مفرغ	mufarriḡ
مفروض	mafrūḍ
مفزع	mufziʻ
مفصل	mafṣil
مفصول	mafṣūl
مفضل	mufaḍḍal
مفضلة	mufaḍḍala
مفعول	mafʻūl
مفقود	mafqūd
مفقودة	mafqūda
مفك	mifakk
مفكر	mufakkir
مفلس	muflis
مفهوم	mafhūm
مفيد	mufīd
مفيدة	mufīda
مقابر	maqābir
مقابل	muqābil
مقابلة	muqābala
مقاتل	muqātil
مقاتلة	muqātala
مقارنة	muqārana
مقاس	maqās
مقاطعات	muqāṭaʻāt
مقاطعة	muqāṭaʻa
مقاعد	maqāʻid
مقال	maqāl
مقالات	maqālāt
مقالة	maqāla
مقام	maqām
مقامرة	muqāmara
مقاوم	muqāwim
مقاومة	muqāwama
مقايضة	muqāyaḍa
مقبر	maqbar
مقبرة	maqbara
مقبض	maqbaḍ
مقبل	muqbil
مقبول	maqbūl
مقبولة	maqbūla
مقت	maqata
مقتل	maqtal
مقتنع	muqtaniʻ
مقتول	maqtūl
مقدار	miqdār
مقدر	muqaddar
مقدرة	maqdura
مقدس	maqdis
مقدسة	muqaddasa
مقدم	muqaddam
مقدمة	muqaddima
مقدور	maqdūr
مقذوف	maqḏūf
مقر	maqarr
مقربة	maqraba
مقرر	muqarrir
مقرف	muqrif
مقص	miqaṣṣ
مقصد	maqṣid
مقصود	maqṣūd
مقطع	maqṭaʻ
مقطعية	maqṭaʻiyya
مقطوع	maqṭūʻ
مقطوعة	maqṭūʻa
مقعد	maqʻad
مقعدي	maqʻadiyy
مقفل	muqfil
مقل	maqala
مقلاة	miqlāh
مقلب	maqlab
مقلد	muqallid
مقلق	muqliq
مقلوب	maqlūb
مقلى	miqlan
مقلي	maqliyy
مقمر	muqmir
مقنع	muqniʻ
مقهى	maqhan
مقود	miqwad
مقولات	maqūlāt
مقولة	maqūla
مقياس	miqyās
مقيد	muqayyad
مقيم	muqīm
مكاتب	makātib
مكافأة	mukāfaʼa
مكافحة	mukāfaḥa
مكالمة	mukālama
مكان	makān
مكانة	makāna
مكانك	makānaka
مكب	makabb
مكة	makka
مكتئب	muktaʼib
مكتب	maktab
مكتبة	maktaba
مكتشف	muktašif
مكتوب	maktūb
مكتوبة	maktūba
مكث	makaṯa
مكثت	makaṯtu
مكروه	makrūh
مكسب	maksab
مكسرات	mukassarāt
مكسور	maksūr
مكسورة	maksūra
مكسيكي	maksīkiyy
مكشوف	makšūf
مكعب	mukaʻʻab
مكلف	mukallaf
مكلفة	mukallafa
مكنة	mukna
مكنسة	miknasa
مكوث	mukūṯ
مكوك	makkūk
مكون	mukawwin
مكياج	makiyāj
مكيف	mukayyif
مل	malla
ملء	malʼ
ملأ	malaʼa
ملأت	malaʼtu
ملأك	malʼak
ملا	mullā
ملائكة	malāʼika
ملائم	mulāʼim
ملابس	malābis
ملاحة	milāḥa
ملاحظات	mulāḥaẓāt
ملاحظة	mulāḥaẓa
ملاحقة	mulāḥaqa
ملاذ	malāḏ
ملازم	mulāzim
ملاعب	malāʻib
ملاك	mullāk
ملاكم	mulākim
ملاكمة	mulākama
ملامح	malāmiḥ
ملايين	malāyīn
ملبس	malbas
ملتصق	multaṣiq
ملتقى	multaqan
ملجأ	maljaʼ
ملح	milḥ
ملحة	milḥa
ملحق	mulḥaq
ملحمة	malḥama
ملحمي	malḥamiyy
ملحوظ	mulḥūẓ
ملخص	mulaḵḵaṣ
ملزم	mulzam
ملزمة	malzama
ملصق	mulṣaq
ملعب	malʻab
ملعقة	milʻaqa
ملعون	malʻūn
ملف	milaff
ملفات	milaffāt
ملفة	milaffa
ملفوف	malfūf
ملقى	mulqan
ملك	malak
ملكة	malika
ملكي	malakiyy
ملكية	milkiyya
ملل	mallala
ملمس	malmas
ملموس	malmūs
ملهى	malhan
ملوك	mulūk
ملوم	malūm
ملون	mulawwan
ملي	milliyy
مليء	malīʼ
مليار	milyār
مليون	malyūn
مم	mimma
مما	mimmā
مماثل	mumāṯil
مماثلة	mumāṯala
ممارسة	mumārasa
مماطلة	mumāṭala
ممتاز	mumtāz
ممتازة	mumtāza
ممتع	mumtiʻ
ممتعة	mumtiʻa
ممتلئ	mumtaliʼ
ممتلئة	mumtaliʼa
ممتلكات	mumtalakāt
ممثل	mumaṯṯil
ممثلة	mumaṯṯila
ممر	mamarr
ممرض	mumarriḍ
ممرضات	mumarriḍāt
ممرضة	mumarriḍa
ممرضون	mumarriḍūn
ممزق	mumazzaq
ممسحة	mimsaḥa
ممشى	mamšā
ممطر	mimṭar
ممكن	mumkin
ممكنة	mumkina
ممل	mumill
مملة	mumilla
مملكة	mamlaka
مملوء	mamlūʼ
مملوءة	mamlūʼa
مملوك	mamlūk
ممن	mimman
ممنوع	mamnūʻ
ممنوعة	mamnūʻa
مميت	mumīt
مميز	mumayyaz
من	min
مناجم	manājim
مناخ	munāḵ
منار	manār
منارة	manāra
منازل	manāzil
مناسب	munāsib
مناسبات	munāsabāt
مناسبة	munāsaba
مناشف	manāšif
مناطق	manāṭiq
مناظر	munāẓir
مناظرة	munāẓara
مناعة	manāʻa
منافس	munāfis
منافسة	munāfasa
منافع	manāfiʻ
منافق	munāfiq
مناقشة	munāqaša
منال	manāl
مناورة	munāwara
منبع	manbaʻ
منبه	munabbih
منبوذ	manbūḏ
منة	munna
منتبه	muntabih
منتج	muntaj
منتجع	muntajaʻ
منتخب	muntaḵab
منتدى	muntadan
منتزه	muntazah
منتشر	muntašir
منتصب	muntaṣib
منتصف	muntaṣaf
منتظر	muntaẓir
منتظم	muntaẓim
منتوج	mantūj
منجم	munajjim
منح	manaḥa
منحة	minḥa
منحدر	munḥadar
منحرف	munḥarif
منحنى	munḥanan
منخفض	munḵafiḍ
منخفضة	munḵafiḍa
مندوب	mandūb
منديل	mandīl
منذ	munḏu
منزل	manzil
منزلة	manzila
منزوع	manzūʻ
منسق	munassiq
منشأة	munšaʼa
منشار	minšār
منشطات	munaššiṭāt
منشغل	munšaḡil
منشفة	minšafa
منشور	manšūr
منصب	manṣib
منصة	minaṣṣa
منصف	munṣif
منصفة	munṣifa
منضدة	minḍada
منطاد	munṭād
منطق	manṭiq
منطقة	minṭaqa
منطقي	manṭiqiyy
منطقية	manṭiqiyya
منطلق	munṭalaq
منظار	minẓār
منظر	manẓar
منظم	munaẓẓam
منظمات	munaẓẓamāt
منظمة	munaẓẓama
منظور	manẓūr
منع	manʻ
منعزل	munʻazil
منعطف	munʻaṭaf
منعنا	manaʻnā
منفذ	manfaḏ
منفرد	munfarid
منفردة	munfarida
منفصل	munfaṣil
منفصلة	munfaṣila
منفضة	minfaḍa
منفعة	manfaʻa
منفعل	munfaʻil
منفى	manfan
منوال	minwāl
منوم	munawwim
منومة	munawwima
منوي	manawiyy
منى	manā
مني	maniyy
منيع	manīʻ
مه	mah
مهاجر	muhājir
مهاجرون	muhājirūn
مهاجم	muhājim
مهاجمة	muhājama
مهارات	mahārāt
مهارة	mahāra
مهام	mahāmm
مهبط	mahbiṭ
مهبل	mahbil
مهبلي	mahbiliyy
مهتم	muhtamm
مهتمة	muhtamma
مهتمون	muhtammūn
مهجور	mahjūr
مهد	mahada
مهدد	muhaddad
مهر	mahara
مهرب	mahrab
مهرج	muharrij
مهرجان	mihrajān
مهزلة	mahzala
مهل	mahala
مهلا	mahlan
مهلة	muhla
مهم	muhimm
مهما	mahmā
مهمات	muhimmāt
مهمة	muhimma
مهمل	muhmil
مهملة	muhmila
مهنة	mihna
مهندس	muhandis
مهندسة	muhandisa
مهني	mihaniyy
مهووس	mahwūs
مهين	muhīn
مو	mū
مواد	mawādd
موارد	mawārid
موازنة	muwāzana
مواسم	mawāsim
مواصلة	muwāṣala
مواضيع	mawāḍīʻ
مواطن	muwāṭin
مواطنة	muwāṭana
مواطنية	muwāṭiniyya
مواعدة	muwāʻada
موافق	muwāfiq
موافقة	muwāfaqa
موافقون	muwāfiqūn
مواقع	mawāqiʻ
مواكبة	muwākaba
مواليد	mawālīd
موت	mawt
موتى	mawtā
موثق	muwaṯṯaq
موثوق	mawṯūq
موج	mawj
موجات	mawjāt
موجب	mūjab
موجة	mawja
موجود	mawjūd
موجودة	mawjūda
موحد	muwaḥḥid
مودة	mawadda
مورد	mawrid
موز	mawz
موزة	mawza
موزع	muwazziʻ
موسكو	muskū
موسم	mawsim
موسمي	mawsimiyy
موسوعة	mawsūʻa
موسى	mūsā
موسيقى	mūsīqā
موسيقي	mūsīqiyy
موسيقية	mūsīqiyya
موشح	muwaššaḥ
موصل	muwaṣṣil
موصول	mawṣūl
موضة	mūḍa
موضع	mawḍiʻ
موضوع	mawḍūʻ
موضوعة	mawḍūʻa
موضوعي	mawḍūʻiyy
موطن	mawṭin
موظف	muwaẓẓaf
موظفة	muwaẓẓafa
موعد	mawʻid
موعود	mawʻūd
موفق	muwaffiq
موقد	mawqid
موقع	mawqiʻ
موقعة	mawqiʻa
موقف	mawqif
موقوت	mawqūt
موقوف	mawqūf
موكب	mawkib
مول	mawwala
مولاة	mawlāh
مولد	mawlid
مولود	mawlūd
مولى	mawlan
مومباي	mūmbāy
مومس	mūmis
مومسة	mūmisa
مومياء	mūmiyāʼ
مون	mawwana
موناكو	mūnākū
مونتانا	mūntānā
مونتريال	mūntriyāl
موهبة	mawhiba
موهوب	mawhūb
مي	mayy
مياه	miyāh
ميت	mayyit
ميتة	mīta
ميتون	mayyitūna
ميثاق	mīṯāq
ميخائيل	mīḵāʼīl
ميدالية	mīdāliya
ميدان	maydān
ميراث	mīrāṯ
ميز	mayyaza
ميزان	mīzān
ميزانية	mīzāniyya
ميزة	mīza
ميس	mays
ميشيغان	mīšīḡān
ميعاد	mīʻād
ميل	mayila
ميلاد	mīlād
ميلادي	mīlādiyy
ميلان	mayalān
ميلانو	mīlānō
ميلي	mīlī
ميم	mīm
ميمنة	maymana
مين	mayn
مينا	mīnā
ميناء	mīnāʼ
مينة	mīna
مينيسوتا	mīnīsūtā
ميول	muyūl
ن	nūn
نأخذ	naʼḵuḏu
نأكل	naʼkulu
نأمل	naʼmulu
نأى	naʼā
نؤمن	nuʼamminu
نا	-nā
ناء	nāʼa
نائب	nāʼib
نائم	nāʼim
ناب	nāba
نابض	nābiḍ
ناتج	nātij
ناتو	an-nātū
ناجح	nājiḥ
ناحية	nāḥiya
ناخب	nāḵib
ناد	nādin
نادر	nādir
نادرا	nādiran
نادرة	nādira
نادل	nādil
نادلة	nādila
نادم	nādim
نادى	nādā
نادي	nādī
ناديا	nādiyā
نادين	nādīn
نار	nār
ناري	nāriyy
نازي	nāziyy
ناس	nās
ناسا	nāsā
ناسب	nāsaba
ناسفة	nāsifa
ناسك	nāsik
ناسو	nāsaw
ناصر	nāṣir
ناصري	nāṣiriyy
ناضج	nāḍij
ناظر	nāẓir
ناعم	nāʻim
ناعمة	nāʻima
نافذة	nāfiḏa
نافع	nāfiʻ
نافعة	nāfiʻa
نافورة	nāfūra
ناقد	nāqid
ناقش	nāqaša
ناقشنا	nāqašnā
ناقص	nāqiṣ
ناقل	nāqala
ناك	nāka
نال	nāla
نام	nāma
ناموا	nāmū
نانسي	nānsī
ناه	nāhin
ناو	nāw
ناول	nāwala
ناي	nāy
نبأ	nabaʼ
نبات	nabāt
نباتات	nabātāt
نباتي	nabātiyy
نباح	nubāḥ
نبتة	nabta
نبتون	nibtūn
نبح	nabaḥa
نبحث	nabḥaṯu
نبدأ	nabdaʼu
نبراسكا	nibrāskā
نبرة	nabra
نبش	nabaša
نبض	nabaḍa
نبقى	nabqā
نبلاء	nubalāʼ
نبوءة	nubūʼa
نبي	nabiyy
نبيذ	nabīḏ
نبيل	nabīl
نت	nitt
نتأكد	nataʼakkadu
نتائج	natāʼij
نتاج	nitāj
نتبع	natbaʻu
نتج	nataja
نتجنب	natajannabu
نتحدث	nataḥaddaṯu
نتحمل	nataḥammalu
نتذكر	nataḏakkaru
نتزوج	natazawwaju
نتساءل	natasāʼalu
نتسلق	natasallaqu
نتصور	nataṣawwaru
نتظاهر	nataẓāharu
نتعلم	nataʻallamu
نتقابل	nataqābalu
نتقاتل	nataqātalu
نتقبل	nataqabbalu
نتكلم	natakallamu
نتلاعب	natalāʻabu
نتن	natana
نته	natuh
نتوقف	natawaqqafu
نتيجة	natīja
نجا	najā
نجاة	najāh
نجاح	najāḥ
نجام	najjām
نجت	najat
نجح	najaḥa
نجحت	najaḥtu
نجحنا	najaḥnā
نجحوا	najaḥū
نجد	najd
نجدة	najda
نجرب	nujarribu
نجعل	najʻalu
نجل	najala
نجلس	najlisu
نجم	najama
نجمة	najma
نجوم	nujūm
نجى	najjā
نجيب	najīb
نحاس	nuḥās
نحافظ	nuḥāfiẓu
نحاول	nuḥāwilu
نحب	naḥibbu
نحت	naḥata
نحتاج	naḥtāju
نحتج	naḥtaj
نحتفل	naḥtafilu
نحس	naḥasa
نحسن	naḥsunu
نحصل	naḥṣulu
نحظى	naḥẓā
نحل	naḥala
نحلة	naḥla
نحمل	naḥmilu
نحن	naḥnu
نحو	naḥw
نحول	nuḥūl
نحوي	naḥwiyy
نحيا	naḥyā
نحيف	naḥīf
نحيفة	naḥīfa
نحيل	naḥīl
نخاع	nuḵāʻ
نخب	naḵaba
نخبة	nuḵba
نخرج	naḵruju
نخل	naḵl
نخلة	naḵla
نخلي	nuḵallī
ند	nidd
ندا	nadā
نداء	nidāʼ
ندامة	nadāma
ندب	nadaba
ندبة	nadba
ندرة	nudra
ندع	nadʻu
ندعم	nadʻamu
ندم	nadima
ندن	nadin
ندوة	nadwa
ندي	nadiya
نذل	naḏl
نذهب	naḏhabu
نذير	naḏīr
نرجع	narjiʻu
نرد	nard
نرغب	narḡabu
نرفع	narfaʻu
نرقص	narquṣu
نرى	narā
نريد	nurīdu
نزاع	nizāʻ
نزال	nizāl
نزاهة	nazāha
نزرع	nazraʻu
نزع	nazaʻa
نزعة	nazʻa
نزف	nazafa
نزل	nuzul
نزلة	nazla
نزلت	nazaltu
نزلنا	nazalnā
نزهة	nuzha
نزوة	nazwa
نزول	nuzūl
نزيل	nazīl
نزيه	nazīh
نسأل	nasʼalu
نساء	nasāʼ
نسائي	nisāʼiyy
نسافر	nusāfiru
نسب	nasaba
نسبة	nisba
نسبح	nasbaḥu
نسبي	nisbiyy
نسبيا	nisbiyyan
نستطع	nastaṭiʻ
نستطيع	nastaṭīʻu
نسج	nasaja
نسجل	nusajjilu
نسخ	nasaḵa
نسخة	nusḵa
نسدد	nasdud
نسر	nasr
نسعى	nasʻā
نسف	nasafa
نسل	nasala
نسمة	nasama
نسمع	nasmaʻu
نسوة	niswa
نسور	nusūr
نسوي	niswiyy
نسوية	niswiyya
نسى	nassā
نسي	nasiya
نسيان	nisyān
نسيت	nasītu
نسيج	nasīj
نسير	nasīru
نسيم	nasīm
نشأ	našaʼa
نشأت	našaʼtu
نشاء	našāʼ
نشارك	nušāriku
نشاط	našāṭ
نشاهد	nušāhidu
نشجع	našjaʻu
نشر	našara
نشرة	našra
نشرت	našartu
نشروا	našarū
نشط	našiṭa
نشك	našukku
نشكل	naškulu
نشوة	našwa
نشيد	našīd
نشيط	našīṭ
نشيطة	našīṭa
نص	naṣṣ
نصائح	naṣāʼiḥ
نصاب	naṣṣāb
نصارى	naṣārā
نصب	naṣaba
نصبح	naṣbaḥu
نصح	naṣaḥa
نصدر	naṣduru
نصدق	naṣduqu
نصر	naṣr
نصرانية	naṣrāniyya
نصف	niṣf
نصل	naṣala
نصنع	naṣnaʻu
نصور	nuṣūr
نصوص	nuṣūṣ
نصيب	naṣīb
نصيحة	naṣīḥa
نصير	naṣīr
نضال	niḍāl
نضج	naḍija
نضحك	naḍḥaku
نضع	naḍaʻu
نضوج	nuḍūj
نضيف	nuḍīfu
نطاق	niṭāq
نطرح	naṭraḥu
نطق	naṭaqa
نظارات	naẓẓārāt
نظارة	naẓẓāra
نظافة	naẓāfa
نظام	niẓām
نظامي	niẓāmiyy
نظامية	niẓāmiyya
نظر	naẓara
نظرة	naẓra
نظرت	naẓartu
نظري	naẓariyy
نظريات	naẓariyyāt
نظرية	naẓariyya
نظف	naẓufa
نظم	naẓama
نظمت	naẓamtu
نظن	naẓunnu
نظير	naẓīr
نظيف	naẓīf
نظيفة	naẓīfa
نعاس	nuʻās
نعبد	naʻbudu
